year;day;month;continentExp;countriesAndTerritories;geoId;countryterritoryCode;cases;deaths;popData2019;total_test;median_age;age_65;age_70;cardio_rate;diabetes_rate
2020;28;4;Europe;Portugal;PT;PRT;298;20;10276617;;;;;;
2020;28;4;Europe;Romania;RO;ROU;303;23;19414458;;;;;;
2020;28;4;Europe;Russia;RU;RUS;6198;48;145872260;;;;;;
2020;28;4;Europe;San_Marino;SM;SMR;0;0;34453;;;;;;
2020;28;4;Europe;Serbia;RS;SRB;233;6;6963764;;;;;;
2020;28;4;Europe;Slovakia;SK;SVK;2;0;5450421;;;;;;
2020;28;4;Europe;Slovenia;SI;SVN;0;1;2080908;;;;;;
2020;28;4;Europe;Spain;ES;ESP;1525;632;46937060;;;;;;
2020;28;4;Europe;Sweden;SE;SWE;563;74;10230185;;;;;;
2020;28;4;Europe;Switzerland;CH;CHE;103;16;8544527;;;;;;
2020;28;4;Europe;Turkey;TR;TUR;2131;95;82003882;;;;;;
2020;28;4;Europe;Ukraine;UA;UKR;392;11;43993643;;;;;;
2020;28;4;Europe;United_Kingdom;UK;GBR;3473;320;66647112;;;;;;
2020;29;4;Europe;Albania;AL;ALB;14;2;2862427;;;;;;
2020;29;4;Europe;Andorra;AD;AND;0;1;76177;;;;;;
2020;29;4;Europe;Armenia;AM;ARM;65;0;2957728;;;;;;
2020;29;4;Europe;Austria;AT;AUT;58;20;8858775;;;;;;
2020;29;4;Europe;Azerbaijan;AZ;AZE;39;0;10047719;;;;;;
2020;29;4;Europe;Belarus;BY;BLR;919;4;9452409;;;;;;
2020;29;4;Europe;Belgium;BE;BEL;569;110;11455519;;;;;;
2020;29;4;Europe;Bosnia_and_Herzegovina;BA;BIH;24;2;3300998;;;;;;
2020;29;4;Europe;Bulgaria;BG;BGR;36;0;7000039;;;;;;
2020;29;4;Europe;Croatia;HR;HRV;8;4;4076246;;;;;;
2020;29;4;Europe;Cyprus;CY;CYP;15;0;875899;;;;;;
2020;29;4;Europe;Czechia;CZ;CZE;55;4;10649800;;;;;;
2020;29;4;Europe;Denmark;DK;DNK;153;7;5806081;;;;;;
2020;29;4;Europe;Estonia;EE;EST;13;0;1324820;;;;;;
2020;29;4;Europe;Faroe_Islands;FO;FRO;0;0;48677;;;;;;
2020;29;4;Europe;Finland;FI;FIN;45;6;5517919;;;;;;
2020;29;4;Europe;France;FR;FRA;1065;367;67012883;;;;;;
2020;29;4;Europe;Georgia;GE;GEO;14;0;3996762;;;;;;
2020;29;4;Europe;Germany;DE;DEU;1304;202;83019213;;;;;;
2020;29;4;Europe;Gibraltar;GI;GIB;0;0;33706;;;;;;
2020;29;4;Europe;Greece;EL;GRC;0;0;10724599;;;;;;
2020;29;4;Europe;Guernsey;GG;GGY;0;0;64468;;;;;;
2020;29;4;Europe;Holy_See;VA;VAT;0;0;815;;;;;;
2020;29;4;Europe;Hungary;HU;HUN;78;9;9772756;;;;;;
2020;29;4;Europe;Iceland;IS;ISL;3;0;356991;;;;;;
2020;29;4;Europe;Ireland;IE;IRL;229;57;4904240;;;;;;
2020;29;4;Europe;Isle_of_Man;IM;IMN;1;3;84589;;;;;;
2020;29;4;Europe;Italy;IT;ITA;2091;382;60359546;;;;;;
2020;29;4;Europe;Jersey;JE;JEY;1;1;107796;;;;;;
2020;29;4;Europe;Kosovo;XK;XKX;12;0;1798506;;;;;;
2020;29;4;Europe;Latvia;LV;LVA;18;0;1919968;;;;;;
2020;29;4;Europe;Liechtenstein;LI;LIE;0;0;38378;;;;;;
2020;29;4;Europe;Lithuania;LT;LTU;-105;3;2794184;;;;;;
2020;29;4;Europe;Luxembourg;LU;LUX;12;1;613894;;;;;;
2020;29;4;Europe;Malta;MT;MLT;5;0;493559;;;;;;
2020;29;4;Europe;Moldova;MD;MDA;157;5;4043258;;;;;;
2020;29;4;Europe;Monaco;MC;MCO;0;0;33085;;;;;;
2020;29;4;Europe;Montenegro;ME;MNE;0;0;622182;;;;;;
2020;29;4;Europe;Netherlands;NL;NLD;171;48;17282163;;;;;;
2020;29;4;Europe;North_Macedonia;MK;MKD;22;6;2077132;;;;;;
2020;29;4;Europe;Norway;NO;NOR;72;2;5328212;;;;;;
2020;29;4;Europe;Poland;PL;POL;316;34;37972812;;;;;;
2020;29;4;Europe;Portugal;PT;PRT;180;25;10276617;;;;;;
2020;29;4;Europe;Romania;RO;ROU;277;19;19414458;;;;;;
2020;29;4;Europe;Russia;RU;RUS;6411;72;145872260;;;;;;
2020;29;4;Europe;San_Marino;SM;SMR;15;0;34453;;;;;;
2020;29;4;Europe;Serbia;RS;SRB;222;6;6963764;;;;;;
2020;29;4;Europe;Slovakia;SK;SVK;3;2;5450421;;;;;;
2020;29;4;Europe;Slovenia;SI;SVN;1;3;2080908;;;;;;
2020;29;4;Europe;Spain;ES;ESP;847;453;46937060;;;;;;
2020;29;4;Europe;Sweden;SE;SWE;742;83;10230185;;;;;;
2020;29;4;Europe;Switzerland;CH;CHE;100;27;8544527;;;;;;
2020;29;4;Europe;Turkey;TR;TUR;2392;92;82003882;;;;;;
2020;29;4;Europe;Ukraine;UA;UKR;401;19;43993643;;;;;;
2020;29;4;Europe;United_Kingdom;UK;GBR;4706;969;66647112;;;;;;
2020;30;4;Europe;Albania;AL;ALB;16;1;2862427;;;;;;
2020;30;4;Europe;Andorra;AD;AND;0;1;76177;;;;;;
2020;30;4;Europe;Armenia;AM;ARM;134;2;2957728;;;;;;
2020;30;4;Europe;Austria;AT;AUT;50;11;8858775;;;;;;
2020;30;4;Europe;Azerbaijan;AZ;AZE;49;1;10047719;;;;;;
2020;30;4;Europe;Belarus;BY;BLR;973;5;9452409;;;;;;
2020;30;4;Europe;Belgium;BE;BEL;522;107;11455519;;;;;;
2020;30;4;Europe;Bosnia_and_Herzegovina;BA;BIH;101;2;3300998;;;;;;
2020;30;4;Europe;Bulgaria;BG;BGR;48;6;7000039;;;;;;
2020;30;4;Europe;Croatia;HR;HRV;15;4;4076246;;;;;;
2020;30;4;Europe;Cyprus;CY;CYP;6;0;875899;;;;;;
2020;30;4;Europe;Czechia;CZ;CZE;75;0;10649800;;;;;;
2020;30;4;Europe;Denmark;DK;DNK;157;9;5806081;;;;;;
2020;30;4;Europe;Estonia;EE;EST;6;0;1324820;;;;;;
2020;30;4;Europe;Faroe_Islands;FO;FRO;0;0;48677;;;;;;
2020;30;4;Europe;Finland;FI;FIN;166;7;5517919;;;;;;
2020;30;4;Europe;France;FR;FRA;1607;427;67012883;;;;;;
2020;30;4;Europe;Georgia;GE;GEO;6;0;3996762;;;;;;
2020;30;4;Europe;Germany;DE;DEU;1478;173;83019213;;;;;;
2020;30;4;Europe;Gibraltar;GI;GIB;0;0;33706;;;;;;
2020;30;4;Europe;Greece;EL;GRC;42;3;10724599;;;;;;
2020;30;4;Europe;Guernsey;GG;GGY;4;0;64468;;;;;;
2020;30;4;Europe;Holy_See;VA;VAT;1;0;815;;;;;;
2020;30;4;Europe;Hungary;HU;HUN;48;12;9772756;;;;;;
2020;30;4;Europe;Iceland;IS;ISL;2;0;356991;;;;;;
2020;30;4;Europe;Ireland;IE;IRL;376;31;4904240;;;;;;
2020;30;4;Europe;Isle_of_Man;IM;IMN;4;0;84589;;;;;;
2020;30;4;Europe;Italy;IT;ITA;2086;323;60359546;;;;;;
2020;30;4;Europe;Jersey;JE;JEY;2;1;107796;;;;;;
2020;30;4;Europe;Kosovo;XK;XKX;10;0;1798506;;;;;;
2020;30;4;Europe;Latvia;LV;LVA;13;2;1919968;;;;;;
2020;30;4;Europe;Liechtenstein;LI;LIE;0;0;38378;;;;;;
2020;30;4;Europe;Lithuania;LT;LTU;31;1;2794184;;;;;;
2020;30;4;Europe;Luxembourg;LU;LUX;28;0;613894;;;;;;
2020;30;4;Europe;Malta;MT;MLT;2;0;493559;;;;;;
2020;30;4;Europe;Moldova;MD;MDA;133;4;4043258;;;;;;
2020;30;4;Europe;Monaco;MC;MCO;0;0;33085;;;;;;
2020;30;4;Europe;Montenegro;ME;MNE;1;0;622182;;;;;;
2020;30;4;Europe;Netherlands;NL;NLD;386;145;17282163;;;;;;
2020;30;4;Europe;North_Macedonia;MK;MKD;21;2;2077132;;;;;;
2020;30;4;Europe;Norway;NO;NOR;62;7;5328212;;;;;;
2020;30;4;Europe;Poland;PL;POL;422;28;37972812;;;;;;
2020;30;4;Europe;Portugal;PT;PRT;368;16;10276617;;;;;;
2020;30;4;Europe;Romania;RO;ROU;362;25;19414458;;;;;;
2020;30;4;Europe;Russia;RU;RUS;5841;105;145872260;;;;;;
2020;30;4;Europe;San_Marino;SM;SMR;10;0;34453;;;;;;
2020;30;4;Europe;Serbia;RS;SRB;227;5;6963764;;;;;;
2020;30;4;Europe;Slovakia;SK;SVK;7;2;5450421;;;;;;
2020;30;4;Europe;Slovenia;SI;SVN;10;3;2080908;;;;;;
2020;30;4;Europe;Spain;ES;ESP;1241;268;46937060;;;;;;
2020;30;4;Europe;Sweden;SE;SWE;799;83;10230185;;;;;;
2020;30;4;Europe;Switzerland;CH;CHE;143;28;8544527;;;;;;
2020;30;4;Europe;Turkey;TR;TUR;2936;89;82003882;;;;;;
2020;30;4;Europe;Ukraine;UA;UKR;456;11;43993643;;;;;;
2020;30;4;Europe;United_Kingdom;UK;GBR;4729;769;66647112;;;;;;
2020;1;5;Europe;Albania;AL;ALB;7;0;2862427;;;;;;
2020;1;5;Europe;Andorra;AD;AND;2;0;76177;;;;;;
2020;1;5;Europe;Armenia;AM;ARM;82;1;2957728;;;;;;
2020;1;5;Europe;Austria;AT;AUT;60;4;8858775;;;;;;
2020;1;5;Europe;Azerbaijan;AZ;AZE;38;1;10047719;;;;;;
2020;1;5;Europe;Belarus;BY;BLR;846;5;9452409;;;;;;
2020;1;5;Europe;Belgium;BE;BEL;586;87;11455519;;;;;;
2020;1;5;Europe;Bosnia_and_Herzegovina;BA;BIH;68;4;3300998;;;;;;
2020;1;5;Europe;Bulgaria;BG;BGR;59;2;7000039;;;;;;
2020;1;5;Europe;Croatia;HR;HRV;14;2;4076246;;;;;;
2020;1;5;Europe;Cyprus;CY;CYP;7;0;875899;;;;;;
2020;1;5;Europe;Czechia;CZ;CZE;103;9;10649800;;;;;;
2020;1;5;Europe;Denmark;DK;DNK;150;9;5806081;;;;;;
2020;1;5;Europe;Estonia;EE;EST;23;2;1324820;;;;;;
2020;1;5;Europe;Faroe_Islands;FO;FRO;0;0;48677;;;;;;
2020;1;5;Europe;Finland;FI;FIN;89;5;5517919;;;;;;
2020;1;5;Europe;France;FR;FRA;1139;289;67012883;;;;;;
2020;1;5;Europe;Georgia;GE;GEO;22;0;3996762;;;;;;
2020;1;5;Europe;Germany;DE;DEU;1639;193;83019213;;;;;;
2020;1;5;Europe;Gibraltar;GI;GIB;3;0;33706;;;;;;
2020;1;5;Europe;Greece;EL;GRC;15;1;10724599;;;;;;
2020;1;5;Europe;Guernsey;GG;GGY;0;0;64468;;;;;;
2020;1;5;Europe;Holy_See;VA;VAT;1;0;815;;;;;;
2020;1;5;Europe;Hungary;HU;HUN;88;11;9772756;;;;;;
2020;1;5;Europe;Iceland;IS;ISL;0;0;356991;;;;;;
2020;1;5;Europe;Ireland;IE;IRL;359;42;4904240;;;;;;
2020;1;5;Europe;Isle_of_Man;IM;IMN;2;0;84589;;;;;;
2020;1;5;Europe;Italy;IT;ITA;1872;285;60359546;;;;;;
2020;1;5;Europe;Jersey;JE;JEY;0;2;107796;;;;;;
2020;1;5;Europe;Kosovo;XK;XKX;12;3;1798506;;;;;;
2020;1;5;Europe;Latvia;LV;LVA;9;0;1919968;;;;;;
2020;1;5;Europe;Liechtenstein;LI;LIE;0;0;38378;;;;;;
2020;1;5;Europe;Lithuania;LT;LTU;10;0;2794184;;;;;;
2020;1;5;Europe;Luxembourg;LU;LUX;15;1;613894;;;;;;
2020;1;5;Europe;Malta;MT;MLT;2;0;493559;;;;;;
2020;1;5;Europe;Moldova;MD;MDA;126;8;4043258;;;;;;
2020;1;5;Europe;Monaco;MC;MCO;0;0;33085;;;;;;
2020;1;5;Europe;Montenegro;ME;MNE;0;0;622182;;;;;;
2020;1;5;Europe;Netherlands;NL;NLD;514;84;17282163;;;;;;
2020;1;5;Europe;North_Macedonia;MK;MKD;23;4;2077132;;;;;;
2020;1;5;Europe;Norway;NO;NOR;43;2;5328212;;;;;;
2020;1;5;Europe;Poland;PL;POL;237;20;37972812;;;;;;
2020;1;5;Europe;Portugal;PT;PRT;295;18;10276617;;;;;;
2020;1;5;Europe;Romania;RO;ROU;262;42;19414458;;;;;;
2020;1;5;Europe;Russia;RU;RUS;7099;101;145872260;;;;;;
2020;1;5;Europe;San_Marino;SM;SMR;6;0;34453;;;;;;
2020;1;5;Europe;Serbia;RS;SRB;285;6;6963764;;;;;;
2020;1;5;Europe;Slovakia;SK;SVK;5;1;5450421;;;;;;
2020;1;5;Europe;Slovenia;SI;SVN;11;2;2080908;;;;;;
2020;1;5;Europe;Spain;ES;ESP;1387;281;46937060;;;;;;
2020;1;5;Europe;Sweden;SE;SWE;636;78;10230185;;;;;;
2020;1;5;Europe;Switzerland;CH;CHE;179;15;8544527;;;;;;
2020;1;5;Europe;Turkey;TR;TUR;2615;93;82003882;;;;;;
2020;1;5;Europe;Ukraine;UA;UKR;540;11;43993643;;;;;;
2020;1;5;Europe;United_Kingdom;UK;GBR;5442;634;66647112;;;;;;
2020;2;5;Europe;Albania;AL;ALB;9;0;2862427;;;;;;
2020;2;5;Europe;Andorra;AD;AND;1;1;76177;;;;;;
2020;2;5;Europe;Armenia;AM;ARM;125;0;2957728;;;;;;
2020;2;5;Europe;Austria;AT;AUT;34;5;8858775;;;;;;
2020;2;5;Europe;Azerbaijan;AZ;AZE;50;1;10047719;;;;;;
2020;2;5;Europe;Belarus;BY;BLR;890;4;9452409;;;;;;
2020;2;5;Europe;Belgium;BE;BEL;237;93;11455519;;;;;;
2020;2;5;Europe;Bosnia_and_Herzegovina;BA;BIH;25;1;3300998;;;;;;
2020;2;5;Europe;Bulgaria;BG;BGR;82;3;7000039;;;;;;
2020;2;5;Europe;Croatia;HR;HRV;9;6;4076246;;;;;;
2020;2;5;Europe;Cyprus;CY;CYP;7;0;875899;;;;;;
2020;2;5;Europe;Czechia;CZ;CZE;55;4;10649800;;;;;;
2020;2;5;Europe;Denmark;DK;DNK;153;10;5806081;;;;;;
2020;2;5;Europe;Estonia;EE;EST;5;0;1324820;;;;;;
2020;2;5;Europe;Faroe_Islands;FO;FRO;0;0;48677;;;;;;
2020;2;5;Europe;Finland;FI;FIN;56;7;5517919;;;;;;
2020;2;5;Europe;France;FR;FRA;604;218;67012883;;;;;;
2020;2;5;Europe;Georgia;GE;GEO;43;2;3996762;;;;;;
2020;2;5;Europe;Germany;DE;DEU;945;94;83019213;;;;;;
2020;2;5;Europe;Gibraltar;GI;GIB;0;0;33706;;;;;;
2020;2;5;Europe;Greece;EL;GRC;0;0;10724599;;;;;;
2020;2;5;Europe;Guernsey;GG;GGY;1;0;64468;;;;;;
2020;2;5;Europe;Holy_See;VA;VAT;0;0;815;;;;;;
2020;2;5;Europe;Hungary;HU;HUN;79;12;9772756;;;;;;
2020;2;5;Europe;Iceland;IS;ISL;1;0;356991;;;;;;
2020;2;5;Europe;Ireland;IE;IRL;221;33;4904240;;;;;;
2020;2;5;Europe;Isle_of_Man;IM;IMN;1;1;84589;;;;;;
2020;2;5;Europe;Italy;IT;ITA;1965;269;60359546;;;;;;
2020;2;5;Europe;Jersey;JE;JEY;0;1;107796;;;;;;
2020;2;5;Europe;Kosovo;XK;XKX;9;0;1798506;;;;;;
2020;2;5;Europe;Latvia;LV;LVA;12;1;1919968;;;;;;
2020;2;5;Europe;Liechtenstein;LI;LIE;0;0;38378;;;;;;
2020;2;5;Europe;Lithuania;LT;LTU;14;0;2794184;;;;;;
2020;2;5;Europe;Luxembourg;LU;LUX;18;2;613894;;;;;;
2020;2;5;Europe;Malta;MT;MLT;1;0;493559;;;;;;
2020;2;5;Europe;Moldova;MD;MDA;83;3;4043258;;;;;;
2020;2;5;Europe;Monaco;MC;MCO;0;0;33085;;;;;;
2020;2;5;Europe;Montenegro;ME;MNE;0;0;622182;;;;;;
2020;2;5;Europe;Netherlands;NL;NLD;475;98;17282163;;;;;;
2020;2;5;Europe;North_Macedonia;MK;MKD;29;4;2077132;;;;;;
2020;2;5;Europe;Norway;NO;NOR;49;0;5328212;;;;;;
2020;2;5;Europe;Poland;PL;POL;228;7;37972812;;;;;;
2020;2;5;Europe;Portugal;PT;PRT;364;0;10276617;;;;;;
2020;2;5;Europe;Romania;RO;ROU;327;27;19414458;;;;;;
2020;2;5;Europe;Russia;RU;RUS;7933;96;145872260;;;;;;
2020;2;5;Europe;San_Marino;SM;SMR;11;0;34453;;;;;;
2020;2;5;Europe;Serbia;RS;SRB;196;6;6963764;;;;;;
2020;2;5;Europe;Slovakia;SK;SVK;7;0;5450421;;;;;;
2020;2;5;Europe;Slovenia;SI;SVN;5;2;2080908;;;;;;
2020;2;5;Europe;Spain;ES;ESP;1234;276;46937060;;;;;;
2020;2;5;Europe;Sweden;SE;SWE;532;78;10230185;;;;;;
2020;2;5;Europe;Switzerland;CH;CHE;119;12;8544527;;;;;;
2020;2;5;Europe;Turkey;TR;TUR;2188;84;82003882;;;;;;
2020;2;5;Europe;Ukraine;UA;UKR;455;11;43993643;;;;;;
2020;2;5;Europe;United_Kingdom;UK;GBR;4966;698;66647112;;;;;;
2020;3;5;Europe;Albania;AL;ALB;7;0;2862427;;;;;;
2020;3;5;Europe;Andorra;AD;AND;1;1;76177;;;;;;
2020;3;5;Europe;Armenia;AM;ARM;113;2;2957728;;;;;;
2020;3;5;Europe;Austria;AT;AUT;12;7;8858775;;;;;;
2020;3;5;Europe;Azerbaijan;AZ;AZE;40;0;10047719;;;;;;
2020;3;5;Europe;Belarus;BY;BLR;911;4;9452409;;;;;;
2020;3;5;Europe;Belgium;BE;BEL;286;75;11455519;;;;;;
2020;3;5;Europe;Bosnia_and_Herzegovina;BA;BIH;58;2;3300998;;;;;;
2020;3;5;Europe;Bulgaria;BG;BGR;6;3;7000039;;;;;;
2020;3;5;Europe;Croatia;HR;HRV;3;2;4076246;;;;;;
2020;3;5;Europe;Cyprus;CY;CYP;7;0;875899;;;;;;
2020;3;5;Europe;Czechia;CZ;CZE;18;5;10649800;;;;;;
2020;3;5;Europe;Denmark;DK;DNK;96;11;5806081;;;;;;
2020;3;5;Europe;Estonia;EE;EST;5;1;1324820;;;;;;
2020;3;5;Europe;Faroe_Islands;FO;FRO;0;0;48677;;;;;;
2020;3;5;Europe;Finland;FI;FIN;128;2;5517919;;;;;;
2020;3;5;Europe;France;FR;FRA;794;166;67012883;;;;;;
2020;3;5;Europe;Georgia;GE;GEO;0;0;3996762;;;;;;
2020;3;5;Europe;Germany;DE;DEU;793;74;83019213;;;;;;
2020;3;5;Europe;Gibraltar;GI;GIB;0;0;33706;;;;;;
2020;3;5;Europe;Greece;EL;GRC;29;3;10724599;;;;;;
2020;3;5;Europe;Guernsey;GG;GGY;0;0;64468;;;;;;
2020;3;5;Europe;Holy_See;VA;VAT;0;0;815;;;;;;
2020;3;5;Europe;Hungary;HU;HUN;56;5;9772756;;;;;;
2020;3;5;Europe;Iceland;IS;ISL;0;0;356991;;;;;;
2020;3;5;Europe;Ireland;IE;IRL;343;0;4904240;;;;;;
2020;3;5;Europe;Isle_of_Man;IM;IMN;4;0;84589;;;;;;
2020;3;5;Europe;Italy;IT;ITA;1900;474;60359546;;;;;;
2020;3;5;Europe;Jersey;JE;JEY;5;0;107796;;;;;;
2020;3;5;Europe;Kosovo;XK;XKX;11;1;1798506;;;;;;
2020;3;5;Europe;Latvia;LV;LVA;1;0;1919968;;;;;;
2020;3;5;Europe;Liechtenstein;LI;LIE;0;0;38378;;;;;;
2020;3;5;Europe;Lithuania;LT;LTU;7;1;2794184;;;;;;
2020;3;5;Europe;Luxembourg;LU;LUX;10;0;613894;;;;;;
2020;3;5;Europe;Malta;MT;MLT;9;0;493559;;;;;;
2020;3;5;Europe;Moldova;MD;MDA;72;2;4043258;;;;;;
2020;3;5;Europe;Monaco;MC;MCO;0;0;33085;;;;;;
2020;3;5;Europe;Montenegro;ME;MNE;0;0;622182;;;;;;
2020;3;5;Europe;Netherlands;NL;NLD;445;94;17282163;;;;;;
2020;3;5;Europe;North_Macedonia;MK;MKD;12;1;2077132;;;;;;
2020;3;5;Europe;Norway;NO;NOR;0;0;5328212;;;;;;
2020;3;5;Europe;Poland;PL;POL;270;13;37972812;;;;;;
2020;3;5;Europe;Portugal;PT;PRT;-161;16;10276617;;;;;;
2020;3;5;Europe;Romania;RO;ROU;165;27;19414458;;;;;;
2020;3;5;Europe;Russia;RU;RUS;9623;53;145872260;;;;;;
2020;3;5;Europe;San_Marino;SM;SMR;0;0;34453;;;;;;
2020;3;5;Europe;Serbia;RS;SRB;157;4;6963764;;;;;;
2020;3;5;Europe;Slovakia;SK;SVK;4;1;5450421;;;;;;
2020;3;5;Europe;Slovenia;SI;SVN;5;1;2080908;;;;;;
2020;3;5;Europe;Spain;ES;ESP;935;164;46937060;;;;;;
2020;3;5;Europe;Sweden;SE;SWE;299;73;10230185;;;;;;
2020;3;5;Europe;Switzerland;CH;CHE;112;32;8544527;;;;;;
2020;3;5;Europe;Turkey;TR;TUR;1983;78;82003882;;;;;;
2020;3;5;Europe;Ukraine;UA;UKR;550;7;43993643;;;;;;
2020;3;5;Europe;United_Kingdom;UK;GBR;4737;584;66647112;;;;;;
2020;4;5;Europe;Albania;AL;ALB;6;0;2862427;;;;;;
2020;4;5;Europe;Andorra;AD;AND;1;1;76177;;;;;;
2020;4;5;Europe;Armenia;AM;ARM;121;4;2957728;;;;;;
2020;4;5;Europe;Austria;AT;AUT;68;2;8858775;;;;;;
2020;4;5;Europe;Azerbaijan;AZ;AZE;38;0;10047719;;;;;;
2020;4;5;Europe;Belarus;BY;BLR;877;2;9452409;;;;;;
2020;4;5;Europe;Belgium;BE;BEL;140;94;11455519;;;;;;
2020;4;5;Europe;Bosnia_and_Herzegovina;BA;BIH;17;5;3300998;;;;;;
2020;4;5;Europe;Bulgaria;BG;BGR;24;1;7000039;;;;;;
2020;4;5;Europe;Croatia;HR;HRV;8;2;4076246;;;;;;
2020;4;5;Europe;Cyprus;CY;CYP;8;0;875899;;;;;;
2020;4;5;Europe;Czechia;CZ;CZE;26;3;10649800;;;;;;
2020;4;5;Europe;Denmark;DK;DNK;116;8;5806081;;;;;;
2020;4;5;Europe;Estonia;EE;EST;1;2;1324820;;;;;;
2020;4;5;Europe;Faroe_Islands;FO;FRO;0;0;48677;;;;;;
2020;4;5;Europe;Finland;FI;FIN;75;10;5517919;;;;;;
2020;4;5;Europe;France;FR;FRA;308;135;67012883;;;;;;
2020;4;5;Europe;Georgia;GE;GEO;7;1;3996762;;;;;;
2020;4;5;Europe;Germany;DE;DEU;679;43;83019213;;;;;;
2020;4;5;Europe;Gibraltar;GI;GIB;0;0;33706;;;;;;
2020;4;5;Europe;Greece;EL;GRC;6;1;10724599;;;;;;
2020;4;5;Europe;Guernsey;GG;GGY;0;0;64468;;;;;;
2020;4;5;Europe;Holy_See;VA;VAT;0;0;815;;;;;;
2020;4;5;Europe;Hungary;HU;HUN;37;11;9772756;;;;;;
2020;4;5;Europe;Iceland;IS;ISL;1;0;356991;;;;;;
2020;4;5;Europe;Ireland;IE;IRL;330;38;4904240;;;;;;
2020;4;5;Europe;Isle_of_Man;IM;IMN;1;0;84589;;;;;;
2020;4;5;Europe;Italy;IT;ITA;1389;174;60359546;;;;;;
2020;4;5;Europe;Jersey;JE;JEY;1;0;107796;;;;;;
2020;4;5;Europe;Kosovo;XK;XKX;11;0;1798506;;;;;;
2020;4;5;Europe;Latvia;LV;LVA;8;0;1919968;;;;;;
2020;4;5;Europe;Liechtenstein;LI;LIE;0;0;38378;;;;;;
2020;4;5;Europe;Lithuania;LT;LTU;4;0;2794184;;;;;;
2020;4;5;Europe;Luxembourg;LU;LUX;12;4;613894;;;;;;
2020;4;5;Europe;Malta;MT;MLT;3;0;493559;;;;;;
2020;4;5;Europe;Moldova;MD;MDA;69;1;4043258;;;;;;
2020;4;5;Europe;Monaco;MC;MCO;0;0;33085;;;;;;
2020;4;5;Europe;Montenegro;ME;MNE;0;1;622182;;;;;;
2020;4;5;Europe;Netherlands;NL;NLD;335;69;17282163;;;;;;
2020;4;5;Europe;North_Macedonia;MK;MKD;5;2;2077132;;;;;;
2020;4;5;Europe;Norway;NO;NOR;50;4;5328212;;;;;;
2020;4;5;Europe;Poland;PL;POL;318;14;37972812;;;;;;
2020;4;5;Europe;Portugal;PT;PRT;334;40;10276617;;;;;;
2020;4;5;Europe;Romania;RO;ROU;431;9;19414458;;;;;;
2020;4;5;Europe;Russia;RU;RUS;10633;58;145872260;;;;;;
2020;4;5;Europe;San_Marino;SM;SMR;2;0;34453;;;;;;
2020;4;5;Europe;Serbia;RS;SRB;102;4;6963764;;;;;;
2020;4;5;Europe;Slovakia;SK;SVK;1;0;5450421;;;;;;
2020;4;5;Europe;Slovenia;SI;SVN;0;2;2080908;;;;;;
2020;4;5;Europe;Spain;ES;ESP;466;164;46937060;;;;;;
2020;4;5;Europe;Sweden;SE;SWE;261;75;10230185;;;;;;
2020;4;5;Europe;Switzerland;CH;CHE;88;6;8544527;;;;;;
2020;4;5;Europe;Turkey;TR;TUR;1670;61;82003882;;;;;;
2020;4;5;Europe;Ukraine;UA;UKR;502;9;43993643;;;;;;
2020;4;5;Europe;United_Kingdom;UK;GBR;3229;253;66647112;;;;;;
2020;5;5;Europe;Albania;AL;ALB;8;0;2862427;;;;;;
2020;5;5;Europe;Andorra;AD;AND;2;0;76177;;;;;;
2020;5;5;Europe;Armenia;AM;ARM;112;1;2957728;;;;;;
2020;5;5;Europe;Austria;AT;AUT;31;2;8858775;;;;;;
2020;5;5;Europe;Azerbaijan;AZ;AZE;52;1;10047719;;;;;;
2020;5;5;Europe;Belarus;BY;BLR;784;4;9452409;;;;;;
2020;5;5;Europe;Belgium;BE;BEL;670;95;11455519;;;;;;
2020;5;5;Europe;Bosnia_and_Herzegovina;BA;BIH;69;1;3300998;;;;;;
2020;5;5;Europe;Bulgaria;BG;BGR;34;5;7000039;;;;;;
2020;5;5;Europe;Croatia;HR;HRV;5;1;4076246;;;;;;
2020;5;5;Europe;Cyprus;CY;CYP;2;0;875899;;;;;;
2020;5;5;Europe;Czechia;CZ;CZE;38;4;10649800;;;;;;
2020;5;5;Europe;Denmark;DK;DNK;147;9;5806081;;;;;;
2020;5;5;Europe;Estonia;EE;EST;3;0;1324820;;;;;;
2020;5;5;Europe;Faroe_Islands;FO;FRO;0;0;48677;;;;;;
2020;5;5;Europe;Finland;FI;FIN;73;10;5517919;;;;;;
2020;5;5;Europe;France;FR;FRA;576;306;67012883;;;;;;
2020;5;5;Europe;Georgia;GE;GEO;4;0;3996762;;;;;;
2020;5;5;Europe;Germany;DE;DEU;685;139;83019213;;;;;;
2020;5;5;Europe;Gibraltar;GI;GIB;0;0;33706;;;;;;
2020;5;5;Europe;Greece;EL;GRC;6;2;10724599;;;;;;
2020;5;5;Europe;Guernsey;GG;GGY;0;0;64468;;;;;;
2020;5;5;Europe;Holy_See;VA;VAT;0;0;815;;;;;;
2020;5;5;Europe;Hungary;HU;HUN;30;12;9772756;;;;;;
2020;5;5;Europe;Iceland;IS;ISL;0;0;356991;;;;;;
2020;5;5;Europe;Ireland;IE;IRL;216;16;4904240;;;;;;
2020;5;5;Europe;Isle_of_Man;IM;IMN;4;1;84589;;;;;;
2020;5;5;Europe;Italy;IT;ITA;1221;195;60359546;;;;;;
2020;5;5;Europe;Jersey;JE;JEY;1;0;107796;;;;;;
