day;month;year;cases;deaths;countriesAndTerritories;geoId;countryterritoryCode;popData2019;continentExp;Cumulative_number_for_14_days_of_COVID-19_cases_per_100000;total_test;median_age;age_65;age_70;cardio_rate;diabetes_rate
2;1;2020;0;0;North_Macedonia;MK;MKD;2077132;Europe;;;;;;;
2;1;2020;0;0;Norway;NO;NOR;5328212;Europe;;;;;;;
2;1;2020;0;0;Romania;RO;ROU;19414458;Europe;;;;;;;
2;1;2020;0;0;Russia;RU;RUS;145872260;Europe;;;;;;;
2;1;2020;0;0;San_Marino;SM;SMR;34453;Europe;;;;;;;
2;1;2020;0;0;Spain;ES;ESP;46937060;Europe;;;;;;;
2;1;2020;0;0;Sweden;SE;SWE;10230185;Europe;;;;;;;
2;1;2020;0;0;Switzerland;CH;CHE;8544527;Europe;;;;;;;
2;1;2020;0;0;United_Kingdom;UK;GBR;66647112;Europe;;;;;;;
3;1;2020;0;0;Armenia;AM;ARM;2957728;Europe;;;;;;;
3;1;2020;0;0;Austria;AT;AUT;8858775;Europe;;;;;;;
3;1;2020;0;0;Azerbaijan;AZ;AZE;10047719;Europe;;;;;;;
3;1;2020;0;0;Belarus;BY;BLR;9452409;Europe;;;;;;;
3;1;2020;0;0;Belgium;BE;BEL;11455519;Europe;;;;;;;
3;1;2020;0;0;Croatia;HR;HRV;4076246;Europe;;;;;;;
3;1;2020;0;0;Czechia;CZ;CZE;10649800;Europe;;;;;;;
3;1;2020;0;0;Denmark;DK;DNK;5806081;Europe;;;;;;;
3;1;2020;0;0;Estonia;EE;EST;1324820;Europe;;;;;;;
3;1;2020;0;0;Finland;FI;FIN;5517919;Europe;;;;;;;
3;1;2020;0;0;France;FR;FRA;67012883;Europe;;;;;;;
3;1;2020;0;0;Georgia;GE;GEO;3996762;Europe;;;;;;;
3;1;2020;0;0;Germany;DE;DEU;83019213;Europe;;;;;;;
3;1;2020;0;0;Greece;EL;GRC;10724599;Europe;;;;;;;
3;1;2020;0;0;Iceland;IS;ISL;356991;Europe;;;;;;;
3;1;2020;0;0;Ireland;IE;IRL;4904240;Europe;;;;;;;
3;1;2020;0;0;Italy;IT;ITA;60359546;Europe;;;;;;;
3;1;2020;0;0;Lithuania;LT;LTU;2794184;Europe;;;;;;;
3;1;2020;0;0;Luxembourg;LU;LUX;613894;Europe;;;;;;;
3;1;2020;0;0;Monaco;MC;MCO;33085;Europe;;;;;;;
3;1;2020;0;0;Netherlands;NL;NLD;17282163;Europe;;;;;;;
3;1;2020;0;0;North_Macedonia;MK;MKD;2077132;Europe;;;;;;;
3;1;2020;0;0;Norway;NO;NOR;5328212;Europe;;;;;;;
3;1;2020;0;0;Romania;RO;ROU;19414458;Europe;;;;;;;
3;1;2020;0;0;Russia;RU;RUS;145872260;Europe;;;;;;;
3;1;2020;0;0;San_Marino;SM;SMR;34453;Europe;;;;;;;
3;1;2020;0;0;Spain;ES;ESP;46937060;Europe;;;;;;;
3;1;2020;0;0;Sweden;SE;SWE;10230185;Europe;;;;;;;
3;1;2020;0;0;Switzerland;CH;CHE;8544527;Europe;;;;;;;
3;1;2020;0;0;United_Kingdom;UK;GBR;66647112;Europe;;;;;;;
4;1;2020;0;0;Armenia;AM;ARM;2957728;Europe;;;;;;;
4;1;2020;0;0;Austria;AT;AUT;8858775;Europe;;;;;;;
4;1;2020;0;0;Azerbaijan;AZ;AZE;10047719;Europe;;;;;;;
4;1;2020;0;0;Belarus;BY;BLR;9452409;Europe;;;;;;;
4;1;2020;0;0;Belgium;BE;BEL;11455519;Europe;;;;;;;
4;1;2020;0;0;Croatia;HR;HRV;4076246;Europe;;;;;;;
4;1;2020;0;0;Czechia;CZ;CZE;10649800;Europe;;;;;;;
4;1;2020;0;0;Denmark;DK;DNK;5806081;Europe;;;;;;;
4;1;2020;0;0;Estonia;EE;EST;1324820;Europe;;;;;;;
4;1;2020;0;0;Finland;FI;FIN;5517919;Europe;;;;;;;
4;1;2020;0;0;France;FR;FRA;67012883;Europe;;;;;;;
4;1;2020;0;0;Georgia;GE;GEO;3996762;Europe;;;;;;;
4;1;2020;0;0;Germany;DE;DEU;83019213;Europe;;;;;;;
4;1;2020;0;0;Greece;EL;GRC;10724599;Europe;;;;;;;
4;1;2020;0;0;Iceland;IS;ISL;356991;Europe;;;;;;;
4;1;2020;0;0;Ireland;IE;IRL;4904240;Europe;;;;;;;
4;1;2020;0;0;Italy;IT;ITA;60359546;Europe;;;;;;;
4;1;2020;0;0;Lithuania;LT;LTU;2794184;Europe;;;;;;;
4;1;2020;0;0;Luxembourg;LU;LUX;613894;Europe;;;;;;;
4;1;2020;0;0;Monaco;MC;MCO;33085;Europe;;;;;;;
4;1;2020;0;0;Netherlands;NL;NLD;17282163;Europe;;;;;;;
4;1;2020;0;0;North_Macedonia;MK;MKD;2077132;Europe;;;;;;;
4;1;2020;0;0;Norway;NO;NOR;5328212;Europe;;;;;;;
4;1;2020;0;0;Romania;RO;ROU;19414458;Europe;;;;;;;
4;1;2020;0;0;Russia;RU;RUS;145872260;Europe;;;;;;;
4;1;2020;0;0;San_Marino;SM;SMR;34453;Europe;;;;;;;
4;1;2020;0;0;Spain;ES;ESP;46937060;Europe;;;;;;;
4;1;2020;0;0;Sweden;SE;SWE;10230185;Europe;;;;;;;
4;1;2020;0;0;Switzerland;CH;CHE;8544527;Europe;;;;;;;
4;1;2020;0;0;United_Kingdom;UK;GBR;66647112;Europe;;;;;;;
5;1;2020;0;0;Armenia;AM;ARM;2957728;Europe;;;;;;;
5;1;2020;0;0;Austria;AT;AUT;8858775;Europe;;;;;;;
5;1;2020;0;0;Azerbaijan;AZ;AZE;10047719;Europe;;;;;;;
5;1;2020;0;0;Belarus;BY;BLR;9452409;Europe;;;;;;;
5;1;2020;0;0;Belgium;BE;BEL;11455519;Europe;;;;;;;
5;1;2020;0;0;Croatia;HR;HRV;4076246;Europe;;;;;;;
5;1;2020;0;0;Czechia;CZ;CZE;10649800;Europe;;;;;;;
5;1;2020;0;0;Denmark;DK;DNK;5806081;Europe;;;;;;;
5;1;2020;0;0;Estonia;EE;EST;1324820;Europe;;;;;;;
5;1;2020;0;0;Finland;FI;FIN;5517919;Europe;;;;;;;
5;1;2020;0;0;France;FR;FRA;67012883;Europe;;;;;;;
5;1;2020;0;0;Georgia;GE;GEO;3996762;Europe;;;;;;;
5;1;2020;0;0;Germany;DE;DEU;83019213;Europe;;;;;;;
5;1;2020;0;0;Greece;EL;GRC;10724599;Europe;;;;;;;
5;1;2020;0;0;Iceland;IS;ISL;356991;Europe;;;;;;;
5;1;2020;0;0;Ireland;IE;IRL;4904240;Europe;;;;;;;
5;1;2020;0;0;Italy;IT;ITA;60359546;Europe;;;;;;;
5;1;2020;0;0;Lithuania;LT;LTU;2794184;Europe;;;;;;;
5;1;2020;0;0;Luxembourg;LU;LUX;613894;Europe;;;;;;;
5;1;2020;0;0;Monaco;MC;MCO;33085;Europe;;;;;;;
5;1;2020;0;0;Netherlands;NL;NLD;17282163;Europe;;;;;;;
5;1;2020;0;0;North_Macedonia;MK;MKD;2077132;Europe;;;;;;;
5;1;2020;0;0;Norway;NO;NOR;5328212;Europe;;;;;;;
5;1;2020;0;0;Romania;RO;ROU;19414458;Europe;;;;;;;
5;1;2020;0;0;Russia;RU;RUS;145872260;Europe;;;;;;;
5;1;2020;0;0;San_Marino;SM;SMR;34453;Europe;;;;;;;
5;1;2020;0;0;Spain;ES;ESP;46937060;Europe;;;;;;;
5;1;2020;0;0;Sweden;SE;SWE;10230185;Europe;;;;;;;
5;1;2020;0;0;Switzerland;CH;CHE;8544527;Europe;;;;;;;
5;1;2020;0;0;United_Kingdom;UK;GBR;66647112;Europe;;;;;;;
6;1;2020;0;0;Armenia;AM;ARM;2957728;Europe;;;;;;;
6;1;2020;0;0;Austria;AT;AUT;8858775;Europe;;;;;;;
6;1;2020;0;0;Azerbaijan;AZ;AZE;10047719;Europe;;;;;;;
6;1;2020;0;0;Belarus;BY;BLR;9452409;Europe;;;;;;;
6;1;2020;0;0;Belgium;BE;BEL;11455519;Europe;;;;;;;
6;1;2020;0;0;Croatia;HR;HRV;4076246;Europe;;;;;;;
6;1;2020;0;0;Czechia;CZ;CZE;10649800;Europe;;;;;;;
6;1;2020;0;0;Denmark;DK;DNK;5806081;Europe;;;;;;;
6;1;2020;0;0;Estonia;EE;EST;1324820;Europe;;;;;;;
6;1;2020;0;0;Finland;FI;FIN;5517919;Europe;;;;;;;
6;1;2020;0;0;France;FR;FRA;67012883;Europe;;;;;;;
6;1;2020;0;0;Georgia;GE;GEO;3996762;Europe;;;;;;;
6;1;2020;0;0;Germany;DE;DEU;83019213;Europe;;;;;;;
6;1;2020;0;0;Greece;EL;GRC;10724599;Europe;;;;;;;
6;1;2020;0;0;Iceland;IS;ISL;356991;Europe;;;;;;;
6;1;2020;0;0;Ireland;IE;IRL;4904240;Europe;;;;;;;
6;1;2020;0;0;Italy;IT;ITA;60359546;Europe;;;;;;;
6;1;2020;0;0;Lithuania;LT;LTU;2794184;Europe;;;;;;;
6;1;2020;0;0;Luxembourg;LU;LUX;613894;Europe;;;;;;;
6;1;2020;0;0;Monaco;MC;MCO;33085;Europe;;;;;;;
6;1;2020;0;0;Netherlands;NL;NLD;17282163;Europe;;;;;;;
6;1;2020;0;0;North_Macedonia;MK;MKD;2077132;Europe;;;;;;;
6;1;2020;0;0;Norway;NO;NOR;5328212;Europe;;;;;;;
6;1;2020;0;0;Romania;RO;ROU;19414458;Europe;;;;;;;
6;1;2020;0;0;Russia;RU;RUS;145872260;Europe;;;;;;;
6;1;2020;0;0;San_Marino;SM;SMR;34453;Europe;;;;;;;
6;1;2020;0;0;Spain;ES;ESP;46937060;Europe;;;;;;;
6;1;2020;0;0;Sweden;SE;SWE;10230185;Europe;;;;;;;
6;1;2020;0;0;Switzerland;CH;CHE;8544527;Europe;;;;;;;
6;1;2020;0;0;United_Kingdom;UK;GBR;66647112;Europe;;;;;;;
7;1;2020;0;0;Armenia;AM;ARM;2957728;Europe;;;;;;;
7;1;2020;0;0;Austria;AT;AUT;8858775;Europe;;;;;;;
7;1;2020;0;0;Azerbaijan;AZ;AZE;10047719;Europe;;;;;;;
7;1;2020;0;0;Belarus;BY;BLR;9452409;Europe;;;;;;;
7;1;2020;0;0;Belgium;BE;BEL;11455519;Europe;;;;;;;
7;1;2020;0;0;Croatia;HR;HRV;4076246;Europe;;;;;;;
7;1;2020;0;0;Czechia;CZ;CZE;10649800;Europe;;;;;;;
7;1;2020;0;0;Denmark;DK;DNK;5806081;Europe;;;;;;;
7;1;2020;0;0;Estonia;EE;EST;1324820;Europe;;;;;;;
7;1;2020;0;0;Finland;FI;FIN;5517919;Europe;;;;;;;
7;1;2020;0;0;France;FR;FRA;67012883;Europe;;;;;;;
7;1;2020;0;0;Georgia;GE;GEO;3996762;Europe;;;;;;;
7;1;2020;0;0;Germany;DE;DEU;83019213;Europe;;;;;;;
7;1;2020;0;0;Greece;EL;GRC;10724599;Europe;;;;;;;
7;1;2020;0;0;Iceland;IS;ISL;356991;Europe;;;;;;;
7;1;2020;0;0;Ireland;IE;IRL;4904240;Europe;;;;;;;
7;1;2020;0;0;Italy;IT;ITA;60359546;Europe;;;;;;;
7;1;2020;0;0;Lithuania;LT;LTU;2794184;Europe;;;;;;;
7;1;2020;0;0;Luxembourg;LU;LUX;613894;Europe;;;;;;;
7;1;2020;0;0;Monaco;MC;MCO;33085;Europe;;;;;;;
7;1;2020;0;0;Netherlands;NL;NLD;17282163;Europe;;;;;;;
7;1;2020;0;0;North_Macedonia;MK;MKD;2077132;Europe;;;;;;;
7;1;2020;0;0;Norway;NO;NOR;5328212;Europe;;;;;;;
7;1;2020;0;0;Romania;RO;ROU;19414458;Europe;;;;;;;
7;1;2020;0;0;Russia;RU;RUS;145872260;Europe;;;;;;;
7;1;2020;0;0;San_Marino;SM;SMR;34453;Europe;;;;;;;
7;1;2020;0;0;Spain;ES;ESP;46937060;Europe;;;;;;;
7;1;2020;0;0;Sweden;SE;SWE;10230185;Europe;;;;;;;
7;1;2020;0;0;Switzerland;CH;CHE;8544527;Europe;;;;;;;
7;1;2020;0;0;United_Kingdom;UK;GBR;66647112;Europe;;;;;;;
8;1;2020;0;0;Armenia;AM;ARM;2957728;Europe;;;;;;;
8;1;2020;0;0;Austria;AT;AUT;8858775;Europe;;;;;;;
8;1;2020;0;0;Azerbaijan;AZ;AZE;10047719;Europe;;;;;;;
8;1;2020;0;0;Belarus;BY;BLR;9452409;Europe;;;;;;;
8;1;2020;0;0;Belgium;BE;BEL;11455519;Europe;;;;;;;
8;1;2020;0;0;Croatia;HR;HRV;4076246;Europe;;;;;;;
8;1;2020;0;0;Czechia;CZ;CZE;10649800;Europe;;;;;;;
8;1;2020;0;0;Denmark;DK;DNK;5806081;Europe;;;;;;;
8;1;2020;0;0;Estonia;EE;EST;1324820;Europe;;;;;;;
8;1;2020;0;0;Finland;FI;FIN;5517919;Europe;;;;;;;
8;1;2020;0;0;France;FR;FRA;67012883;Europe;;;;;;;
8;1;2020;0;0;Georgia;GE;GEO;3996762;Europe;;;;;;;
8;1;2020;0;0;Germany;DE;DEU;83019213;Europe;;;;;;;
8;1;2020;0;0;Greece;EL;GRC;10724599;Europe;;;;;;;
8;1;2020;0;0;Iceland;IS;ISL;356991;Europe;;;;;;;
8;1;2020;0;0;Ireland;IE;IRL;4904240;Europe;;;;;;;
8;1;2020;0;0;Italy;IT;ITA;60359546;Europe;;;;;;;
8;1;2020;0;0;Lithuania;LT;LTU;2794184;Europe;;;;;;;
8;1;2020;0;0;Luxembourg;LU;LUX;613894;Europe;;;;;;;
8;1;2020;0;0;Monaco;MC;MCO;33085;Europe;;;;;;;
8;1;2020;0;0;Netherlands;NL;NLD;17282163;Europe;;;;;;;
8;1;2020;0;0;North_Macedonia;MK;MKD;2077132;Europe;;;;;;;
8;1;2020;0;0;Norway;NO;NOR;5328212;Europe;;;;;;;
8;1;2020;0;0;Romania;RO;ROU;19414458;Europe;;;;;;;
8;1;2020;0;0;Russia;RU;RUS;145872260;Europe;;;;;;;
8;1;2020;0;0;San_Marino;SM;SMR;34453;Europe;;;;;;;
8;1;2020;0;0;Spain;ES;ESP;46937060;Europe;;;;;;;
8;1;2020;0;0;Sweden;SE;SWE;10230185;Europe;;;;;;;
8;1;2020;0;0;Switzerland;CH;CHE;8544527;Europe;;;;;;;
8;1;2020;0;0;United_Kingdom;UK;GBR;66647112;Europe;;;;;;;
9;1;2020;0;0;Armenia;AM;ARM;2957728;Europe;;;;;;;
9;1;2020;0;0;Austria;AT;AUT;8858775;Europe;;;;;;;
9;1;2020;0;0;Azerbaijan;AZ;AZE;10047719;Europe;;;;;;;
9;1;2020;0;0;Belarus;BY;BLR;9452409;Europe;;;;;;;
9;1;2020;0;0;Belgium;BE;BEL;11455519;Europe;;;;;;;
9;1;2020;0;0;Croatia;HR;HRV;4076246;Europe;;;;;;;
9;1;2020;0;0;Czechia;CZ;CZE;10649800;Europe;;;;;;;
9;1;2020;0;0;Denmark;DK;DNK;5806081;Europe;;;;;;;
9;1;2020;0;0;Estonia;EE;EST;1324820;Europe;;;;;;;
9;1;2020;0;0;Finland;FI;FIN;5517919;Europe;;;;;;;
9;1;2020;0;0;France;FR;FRA;67012883;Europe;;;;;;;
9;1;2020;0;0;Georgia;GE;GEO;3996762;Europe;;;;;;;
9;1;2020;0;0;Germany;DE;DEU;83019213;Europe;;;;;;;
9;1;2020;0;0;Greece;EL;GRC;10724599;Europe;;;;;;;
9;1;2020;0;0;Iceland;IS;ISL;356991;Europe;;;;;;;
9;1;2020;0;0;Ireland;IE;IRL;4904240;Europe;;;;;;;
9;1;2020;0;0;Italy;IT;ITA;60359546;Europe;;;;;;;
9;1;2020;0;0;Lithuania;LT;LTU;2794184;Europe;;;;;;;
9;1;2020;0;0;Luxembourg;LU;LUX;613894;Europe;;;;;;;
9;1;2020;0;0;Monaco;MC;MCO;33085;Europe;;;;;;;
9;1;2020;0;0;Netherlands;NL;NLD;17282163;Europe;;;;;;;
9;1;2020;0;0;North_Macedonia;MK;MKD;2077132;Europe;;;;;;;
9;1;2020;0;0;Norway;NO;NOR;5328212;Europe;;;;;;;
9;1;2020;0;0;Romania;RO;ROU;19414458;Europe;;;;;;;
9;1;2020;0;0;Russia;RU;RUS;145872260;Europe;;;;;;;
9;1;2020;0;0;San_Marino;SM;SMR;34453;Europe;;;;;;;
9;1;2020;0;0;Spain;ES;ESP;46937060;Europe;;;;;;;
9;1;2020;0;0;Sweden;SE;SWE;10230185;Europe;;;;;;;
9;1;2020;0;0;Switzerland;CH;CHE;8544527;Europe;;;;;;;
9;1;2020;0;0;United_Kingdom;UK;GBR;66647112;Europe;;;;;;;
10;1;2020;0;0;Armenia;AM;ARM;2957728;Europe;;;;;;;
10;1;2020;0;0;Austria;AT;AUT;8858775;Europe;;;;;;;
10;1;2020;0;0;Azerbaijan;AZ;AZE;10047719;Europe;;;;;;;
10;1;2020;0;0;Belarus;BY;BLR;9452409;Europe;;;;;;;
10;1;2020;0;0;Belgium;BE;BEL;11455519;Europe;;;;;;;
10;1;2020;0;0;Croatia;HR;HRV;4076246;Europe;;;;;;;
10;1;2020;0;0;Czechia;CZ;CZE;10649800;Europe;;;;;;;
10;1;2020;0;0;Denmark;DK;DNK;5806081;Europe;;;;;;;
10;1;2020;0;0;Estonia;EE;EST;1324820;Europe;;;;;;;
10;1;2020;0;0;Finland;FI;FIN;5517919;Europe;;;;;;;
10;1;2020;0;0;France;FR;FRA;67012883;Europe;;;;;;;
10;1;2020;0;0;Georgia;GE;GEO;3996762;Europe;;;;;;;
10;1;2020;0;0;Germany;DE;DEU;83019213;Europe;;;;;;;
10;1;2020;0;0;Greece;EL;GRC;10724599;Europe;;;;;;;
10;1;2020;0;0;Iceland;IS;ISL;356991;Europe;;;;;;;
10;1;2020;0;0;Ireland;IE;IRL;4904240;Europe;;;;;;;
10;1;2020;0;0;Italy;IT;ITA;60359546;Europe;;;;;;;
10;1;2020;0;0;Lithuania;LT;LTU;2794184;Europe;;;;;;;
10;1;2020;0;0;Luxembourg;LU;LUX;613894;Europe;;;;;;;
10;1;2020;0;0;Monaco;MC;MCO;33085;Europe;;;;;;;
10;1;2020;0;0;Netherlands;NL;NLD;17282163;Europe;;;;;;;
10;1;2020;0;0;North_Macedonia;MK;MKD;2077132;Europe;;;;;;;
10;1;2020;0;0;Norway;NO;NOR;5328212;Europe;;;;;;;
10;1;2020;0;0;Romania;RO;ROU;19414458;Europe;;;;;;;
10;1;2020;0;0;Russia;RU;RUS;145872260;Europe;;;;;;;
10;1;2020;0;0;San_Marino;SM;SMR;34453;Europe;;;;;;;
10;1;2020;0;0;Spain;ES;ESP;46937060;Europe;;;;;;;
10;1;2020;0;0;Sweden;SE;SWE;10230185;Europe;;;;;;;
10;1;2020;0;0;Switzerland;CH;CHE;8544527;Europe;;;;;;;
10;1;2020;0;0;United_Kingdom;UK;GBR;66647112;Europe;;;;;;;
11;1;2020;0;0;Armenia;AM;ARM;2957728;Europe;;;;;;;
11;1;2020;0;0;Austria;AT;AUT;8858775;Europe;;;;;;;
11;1;2020;0;0;Azerbaijan;AZ;AZE;10047719;Europe;;;;;;;
11;1;2020;0;0;Belarus;BY;BLR;9452409;Europe;;;;;;;
11;1;2020;0;0;Belgium;BE;BEL;11455519;Europe;;;;;;;
11;1;2020;0;0;Croatia;HR;HRV;4076246;Europe;;;;;;;
11;1;2020;0;0;Czechia;CZ;CZE;10649800;Europe;;;;;;;
11;1;2020;0;0;Denmark;DK;DNK;5806081;Europe;;;;;;;
11;1;2020;0;0;Estonia;EE;EST;1324820;Europe;;;;;;;
11;1;2020;0;0;Finland;FI;FIN;5517919;Europe;;;;;;;
11;1;2020;0;0;France;FR;FRA;67012883;Europe;;;;;;;
11;1;2020;0;0;Georgia;GE;GEO;3996762;Europe;;;;;;;
11;1;2020;0;0;Germany;DE;DEU;83019213;Europe;;;;;;;
11;1;2020;0;0;Greece;EL;GRC;10724599;Europe;;;;;;;
11;1;2020;0;0;Iceland;IS;ISL;356991;Europe;;;;;;;
11;1;2020;0;0;Ireland;IE;IRL;4904240;Europe;;;;;;;
11;1;2020;0;0;Italy;IT;ITA;60359546;Europe;;;;;;;
11;1;2020;0;0;Lithuania;LT;LTU;2794184;Europe;;;;;;;
11;1;2020;0;0;Luxembourg;LU;LUX;613894;Europe;;;;;;;
11;1;2020;0;0;Monaco;MC;MCO;33085;Europe;;;;;;;
11;1;2020;0;0;Netherlands;NL;NLD;17282163;Europe;;;;;;;
11;1;2020;0;0;North_Macedonia;MK;MKD;2077132;Europe;;;;;;;
11;1;2020;0;0;Norway;NO;NOR;5328212;Europe;;;;;;;
11;1;2020;0;0;Romania;RO;ROU;19414458;Europe;;;;;;;
11;1;2020;0;0;Russia;RU;RUS;145872260;Europe;;;;;;;
11;1;2020;0;0;San_Marino;SM;SMR;34453;Europe;;;;;;;
11;1;2020;0;0;Spain;ES;ESP;46937060;Europe;;;;;;;
11;1;2020;0;0;Sweden;SE;SWE;10230185;Europe;;;;;;;
11;1;2020;0;0;Switzerland;CH;CHE;8544527;Europe;;;;;;;
11;1;2020;0;0;United_Kingdom;UK;GBR;66647112;Europe;;;;;;;
12;1;2020;0;0;Armenia;AM;ARM;2957728;Europe;;;;;;;
12;1;2020;0;0;Austria;AT;AUT;8858775;Europe;;;;;;;
