day;month;year;cases;deaths;countriesAndTerritories;geoId;countryterritoryCode;popData2019;continentExp;Cumulative_number_for_14_days_of_COVID-19_cases_per_100000;total_test;median_age;age_65;age_70;cardio_rate;diabetes_rate
23;6;2020;7600;95;Russia;RU;RUS;145872260;Europe;7.926.249.994;;;;;;
23;6;2020;2;0;San_Marino;SM;SMR;34453;Europe;3.192.755.348;;;;;;
23;6;2020;96;1;Serbia;RS;SRB;6963764;Europe;1.570.989.482;;;;;;
23;6;2020;1;0;Slovakia;SK;SVK;5450421;Europe;106.413.798;;;;;;
23;6;2020;1;0;Slovenia;SI;SVN;2080908;Europe;173.001.401;;;;;;
23;6;2020;248;1;Spain;ES;ESP;46937060;Europe;1.019.663.353;;;;;;
23;6;2020;800;20;Sweden;SE;SWE;10230185;Europe;138.765.819;;;;;;
23;6;2020;18;0;Switzerland;CH;CHE;8544527;Europe;395.574.852;;;;;;
23;6;2020;1212;24;Turkey;TR;TUR;82003882;Europe;2.167.702.256;;;;;;
23;6;2020;681;10;Ukraine;UA;UKR;43993643;Europe;2.222.821.147;;;;;;
23;6;2020;639;14;United_Kingdom;UK;GBR;66647112;Europe;2.060.704.446;;;;;;
24;6;2020;52;1;Albania;AL;ALB;2862427;Europe;2.613.167.078;;;;;;
24;6;2020;0;0;Andorra;AD;AND;76177;Europe;393.819.657;;;;;;
24;6;2020;711;14;Armenia;AM;ARM;2957728;Europe;25.742.732.259;;;;;;
24;6;2020;31;3;Austria;AT;AUT;8858775;Europe;506.842.086;;;;;;
24;6;2020;508;6;Azerbaijan;AZ;AZE;10047719;Europe;5.497.765.214;;;;;;
24;6;2020;464;6;Belarus;BY;BLR;9452409;Europe;9.756.243.091;;;;;;
24;6;2020;110;4;Belgium;BE;BEL;11455519;Europe;1.161.012.434;;;;;;
24;6;2020;63;1;Bosnia_and_Herzegovina;BA;BIH;3300998;Europe;2.605.272.708;;;;;;
24;6;2020;130;1;Bulgaria;BG;BGR;7000039;Europe;174.999.025;;;;;;
24;6;2020;30;0;Croatia;HR;HRV;4076246;Europe;291.935.276;;;;;;
24;6;2020;2;0;Cyprus;CY;CYP;875899;Europe;205.503.146;;;;;;
24;6;2020;89;3;Czechia;CZ;CZE;10649800;Europe;844.147.308;;;;;;
24;6;2020;34;1;Denmark;DK;DNK;5806081;Europe;964.506.007;;;;;;
24;6;2020;1;0;Estonia;EE;EST;1324820;Europe;264.186.833;;;;;;
24;6;2020;0;0;Faroe_Islands;FO;FRO;48677;Europe;0;;;;;;
24;6;2020;11;0;Finland;FI;FIN;5517919;Europe;235.596.064;;;;;;
24;6;2020;517;57;France;FR;FRA;67012883;Europe;996.226.352;;;;;;
24;6;2020;3;0;Georgia;GE;GEO;3996762;Europe;240.194.437;;;;;;
24;6;2020;587;19;Germany;DE;DEU;83019213;Europe;793.551.247;;;;;;
24;6;2020;0;0;Gibraltar;GI;GIB;33706;Europe;0;;;;;;
24;6;2020;15;0;Greece;EL;GRC;10724599;Europe;227.514.334;;;;;;
24;6;2020;0;0;Guernsey;GG;GGY;64468;Europe;0;;;;;;
24;6;2020;0;0;Holy_See;VA;VAT;815;Europe;0;;;;;;
24;6;2020;0;0;Hungary;HU;HUN;9772756;Europe;0.92092753;;;;;;
24;6;2020;0;0;Iceland;IS;ISL;356991;Europe;224.095.285;;;;;;
24;6;2020;8;3;Ireland;IE;IRL;4904240;Europe;358.873.138;;;;;;
24;6;2020;0;0;Isle_of_Man;IM;IMN;84589;Europe;0;;;;;;
24;6;2020;113;18;Italy;IT;ITA;60359546;Europe;542.084.926;;;;;;
24;6;2020;0;0;Jersey;JE;JEY;107796;Europe;463.839.103;;;;;;
24;6;2020;52;1;Kosovo;XK;XKX;1798506;Europe;5.554.610.327;;;;;;
24;6;2020;0;0;Latvia;LV;LVA;1919968;Europe;114.585.243;;;;;;
24;6;2020;0;0;Liechtenstein;LI;LIE;38378;Europe;0;;;;;;
24;6;2020;2;1;Lithuania;LT;LTU;2794184;Europe;271.993.541;;;;;;
24;6;2020;12;0;Luxembourg;LU;LUX;613894;Europe;1.417.182.771;;;;;;
24;6;2020;0;0;Malta;MT;MLT;493559;Europe;607.830.067;;;;;;
24;6;2020;351;10;Moldova;MD;MDA;4043258;Europe;11.597.083.342;;;;;;
24;6;2020;0;0;Monaco;MC;MCO;33085;Europe;302.251.776;;;;;;
24;6;2020;11;0;Montenegro;ME;MNE;622182;Europe;867.913.247;;;;;;
24;6;2020;64;5;Netherlands;NL;NLD;17282163;Europe;1.052.530.288;;;;;;
24;6;2020;118;4;North_Macedonia;MK;MKD;2077132;Europe;9.975.292.856;;;;;;
24;6;2020;6;0;Norway;NO;NOR;5328212;Europe;352.838.813;;;;;;
24;6;2020;300;16;Poland;PL;POL;37972812;Europe;1.308.041.132;;;;;;
24;6;2020;345;6;Portugal;PT;PRT;10276617;Europe;4.311.730.212;;;;;;
24;6;2020;214;16;Romania;RO;ROU;19414458;Europe;1.934.640.668;;;;;;
24;6;2020;7425;153;Russia;RU;RUS;145872260;Europe;7.846.042.832;;;;;;
24;6;2020;0;0;San_Marino;SM;SMR;34453;Europe;2.902.504.862;;;;;;
24;6;2020;102;1;Serbia;RS;SRB;6963764;Europe;1.618.377.647;;;;;;
24;6;2020;1;0;Slovakia;SK;SVK;5450421;Europe;106.413.798;;;;;;
24;6;2020;13;2;Slovenia;SI;SVN;2080908;Europe;230.668.535;;;;;;
24;6;2020;334;2;Spain;ES;ESP;46937060;Europe;1.023.924.379;;;;;;
24;6;2020;1309;25;Sweden;SE;SWE;10230185;Europe;13.996.814.329;;;;;;
24;6;2020;22;0;Switzerland;CH;CHE;8544527;Europe;40.259.689;;;;;;
24;6;2020;1268;27;Turkey;TR;TUR;82003882;Europe;2.201.237.254;;;;;;
24;6;2020;833;23;Ukraine;UA;UKR;43993643;Europe;2.322.608.291;;;;;;
24;6;2020;896;94;United_Kingdom;UK;GBR;66647112;Europe;2.030.245.512;;;;;;
25;6;2020;67;2;Albania;AL;ALB;2862427;Europe;270.050.555;;;;;;
25;6;2020;0;0;Andorra;AD;AND;76177;Europe;393.819.657;;;;;;
25;6;2020;771;11;Armenia;AM;ARM;2957728;Europe;26.435.831.828;;;;;;
25;6;2020;33;0;Austria;AT;AUT;8858775;Europe;505.713.262;;;;;;
25;6;2020;590;7;Azerbaijan;AZ;AZE;10047719;Europe;5.747.573.156;;;;;;
25;6;2020;458;5;Belarus;BY;BLR;9452409;Europe;9.393.372.631;;;;;;
25;6;2020;100;3;Belgium;BE;BEL;11455519;Europe;1.130.459.475;;;;;;
25;6;2020;88;1;Bosnia_and_Herzegovina;BA;BIH;3300998;Europe;2.723.418.796;;;;;;
25;6;2020;128;1;Bulgaria;BG;BGR;7000039;Europe;1.784.275.773;;;;;;
25;6;2020;22;0;Croatia;HR;HRV;4076246;Europe;341.000.028;;;;;;
25;6;2020;1;0;Cyprus;CY;CYP;875899;Europe;194.086.304;;;;;;
25;6;2020;127;4;Czechia;CZ;CZE;10649800;Europe;894.852.485;;;;;;
25;6;2020;54;0;Denmark;DK;DNK;5806081;Europe;1.031.676.961;;;;;;
25;6;2020;1;0;Estonia;EE;EST;1324820;Europe;188.704.881;;;;;;
25;6;2020;0;0;Faroe_Islands;FO;FRO;48677;Europe;0;;;;;;
25;6;2020;12;0;Finland;FI;FIN;5517919;Europe;230.159.232;;;;;;
25;6;2020;81;11;France;FR;FRA;67012883;Europe;926.985.935;;;;;;
25;6;2020;3;0;Georgia;GE;GEO;3996762;Europe;225.182.285;;;;;;
25;6;2020;630;13;Germany;DE;DEU;83019213;Europe;8.025.853;;;;;;
25;6;2020;0;0;Gibraltar;GI;GIB;33706;Europe;0;;;;;;
25;6;2020;8;0;Greece;EL;GRC;10724599;Europe;225.649.463;;;;;;
25;6;2020;0;0;Guernsey;GG;GGY;64468;Europe;0;;;;;;
25;6;2020;0;0;Holy_See;VA;VAT;815;Europe;0;;;;;;
25;6;2020;7;3;Hungary;HU;HUN;9772756;Europe;0.89022994;;;;;;
25;6;2020;2;0;Iceland;IS;ISL;356991;Europe;280.119.107;;;;;;
25;6;2020;5;6;Ireland;IE;IRL;4904240;Europe;336.443.567;;;;;;
25;6;2020;0;0;Isle_of_Man;IM;IMN;84589;Europe;0;;;;;;
25;6;2020;577;-31;Italy;IT;ITA;60359546;Europe;604.212.629;;;;;;
25;6;2020;1;0;Jersey;JE;JEY;107796;Europe;556.606.924;;;;;;
25;6;2020;95;2;Kosovo;XK;XKX;1798506;Europe;5.921.581.579;;;;;;
25;6;2020;0;0;Latvia;LV;LVA;1919968;Europe;0.98959983;;;;;;
25;6;2020;0;0;Liechtenstein;LI;LIE;38378;Europe;0;;;;;;
25;6;2020;1;1;Lithuania;LT;LTU;2794184;Europe;254.099.229;;;;;;
25;6;2020;7;0;Luxembourg;LU;LUX;613894;Europe;14.823.406;;;;;;
25;6;2020;3;0;Malta;MT;MLT;493559;Europe;567.308.062;;;;;;
25;6;2020;364;5;Moldova;MD;MDA;4043258;Europe;11.765.264.547;;;;;;
25;6;2020;1;0;Monaco;MC;MCO;33085;Europe;604.503.551;;;;;;
25;6;2020;11;0;Montenegro;ME;MNE;622182;Europe;104.471.039;;;;;;
25;6;2020;82;2;Netherlands;NL;NLD;17282163;Europe;993.509.898;;;;;;
25;6;2020;136;8;North_Macedonia;MK;MKD;2077132;Europe;10.028.250.492;;;;;;
25;6;2020;26;1;Norway;NO;NOR;5328212;Europe;377.237.242;;;;;;
25;6;2020;294;21;Poland;PL;POL;37972812;Europe;1.333.585.724;;;;;;
25;6;2020;367;3;Portugal;PT;PRT;10276617;Europe;4.382.765.262;;;;;;
25;6;2020;321;16;Romania;RO;ROU;19414458;Europe;1.999.025.675;;;;;;
25;6;2020;7176;154;Russia;RU;RUS;145872260;Europe;7.761.859.589;;;;;;
25;6;2020;0;0;San_Marino;SM;SMR;34453;Europe;2.031.753.403;;;;;;
25;6;2020;143;0;Serbia;RS;SRB;6963764;Europe;1.728.950.033;;;;;;
25;6;2020;18;0;Slovakia;SK;SVK;5450421;Europe;135.769.329;;;;;;
25;6;2020;7;0;Slovenia;SI;SVN;2080908;Europe;254.696.507;;;;;;
25;6;2020;400;3;Spain;ES;ESP;46937060;Europe;1.018.171.995;;;;;;
25;6;2020;1698;22;Sweden;SE;SWE;10230185;Europe;14.360.444.117;;;;;;
25;6;2020;44;2;Switzerland;CH;CHE;8544527;Europe;427.174.026;;;;;;
25;6;2020;1492;24;Turkey;TR;TUR;82003882;Europe;2.270.746.158;;;;;;
25;6;2020;940;16;Ukraine;UA;UKR;43993643;Europe;2.416.940.102;;;;;;
25;6;2020;886;87;United_Kingdom;UK;GBR;66647112;Europe;1.989.433.541;;;;;;
26;6;2020;78;2;Albania;AL;ALB;2862427;Europe;2.819.285.872;;;;;;
26;6;2020;0;0;Andorra;AD;AND;76177;Europe;393.819.657;;;;;;
26;6;2020;759;13;Armenia;AM;ARM;2957728;Europe;26.932.834.933;;;;;;
26;6;2020;47;5;Austria;AT;AUT;8858775;Europe;527.160.922;;;;;;
26;6;2020;547;6;Azerbaijan;AZ;AZE;10047719;Europe;5.941.647.054;;;;;;
26;6;2020;437;5;Belarus;BY;BLR;9452409;Europe;9.062.240.113;;;;;;
26;6;2020;76;5;Belgium;BE;BEL;11455519;Europe;1.113.873.584;;;;;;
26;6;2020;119;2;Bosnia_and_Herzegovina;BA;BIH;3300998;Europe;2.917.299.556;;;;;;
26;6;2020;166;2;Bulgaria;BG;BGR;7000039;Europe;1.888.560.907;;;;;;
26;6;2020;95;0;Croatia;HR;HRV;4076246;Europe;574.057.601;;;;;;
26;6;2020;1;0;Cyprus;CY;CYP;875899;Europe;194.086.304;;;;;;
26;6;2020;93;2;Czechia;CZ;CZE;10649800;Europe;923.961.013;;;;;;
26;6;2020;21;0;Denmark;DK;DNK;5806081;Europe;1.035.121.625;;;;;;
26;6;2020;1;0;Estonia;EE;EST;1324820;Europe;143.415.709;;;;;;
26;6;2020;0;0;Faroe_Islands;FO;FRO;48677;Europe;0;;;;;;
26;6;2020;5;0;Finland;FI;FIN;5517919;Europe;195.725.961;;;;;;
26;6;2020;0;21;France;FR;FRA;67012883;Europe;863.565.294;;;;;;
26;6;2020;2;0;Georgia;GE;GEO;3996762;Europe;220.178.234;;;;;;
26;6;2020;477;21;Germany;DE;DEU;83019213;Europe;828.964.736;;;;;;
26;6;2020;0;0;Gibraltar;GI;GIB;33706;Europe;0;;;;;;
26;6;2020;11;1;Greece;EL;GRC;10724599;Europe;21.725.754;;;;;;
26;6;2020;0;0;Guernsey;GG;GGY;64468;Europe;0;;;;;;
26;6;2020;0;0;Holy_See;VA;VAT;815;Europe;0;;;;;;
26;6;2020;9;1;Hungary;HU;HUN;9772756;Europe;0.85953236;;;;;;
26;6;2020;1;0;Iceland;IS;ISL;356991;Europe;308.131.017;;;;;;
26;6;2020;9;1;Ireland;IE;IRL;4904240;Europe;340.521.671;;;;;;
26;6;2020;0;0;Isle_of_Man;IM;IMN;84589;Europe;0;;;;;;
26;6;2020;296;34;Italy;IT;ITA;60359546;Europe;590.461.698;;;;;;
26;6;2020;0;0;Jersey;JE;JEY;107796;Europe;556.606.924;;;;;;
26;6;2020;69;2;Kosovo;XK;XKX;1798506;Europe;614.954.857;;;;;;
26;6;2020;0;0;Latvia;LV;LVA;1919968;Europe;0.88543142;;;;;;
26;6;2020;0;0;Liechtenstein;LI;LIE;38378;Europe;0;;;;;;
26;6;2020;2;0;Lithuania;LT;LTU;2794184;Europe;193.258.569;;;;;;
26;6;2020;11;0;Luxembourg;LU;LUX;613894;Europe;1.612.656.257;;;;;;
26;6;2020;2;0;Malta;MT;MLT;493559;Europe;506.525.056;;;;;;
26;6;2020;375;7;Moldova;MD;MDA;4043258;Europe;11.688.593.703;;;;;;
26;6;2020;0;0;Monaco;MC;MCO;33085;Europe;604.503.551;;;;;;
26;6;2020;25;0;Montenegro;ME;MNE;622182;Europe;1.446.522.079;;;;;;
26;6;2020;110;3;Netherlands;NL;NLD;17282163;Europe;962.263.809;;;;;;
26;6;2020;153;6;North_Macedonia;MK;MKD;2077132;Europe;992.233.522;;;;;;
26;6;2020;16;0;Norway;NO;NOR;5328212;Europe;373.483.638;;;;;;
26;6;2020;298;16;Poland;PL;POL;37972812;Europe;1.295.137.163;;;;;;
26;6;2020;311;6;Portugal;PT;PRT;10276617;Europe;4.383.738.345;;;;;;
26;6;2020;460;10;Romania;RO;ROU;19414458;Europe;2.113.888.526;;;;;;
26;6;2020;7113;92;Russia;RU;RUS;145872260;Europe;7.647.650.074;;;;;;
26;6;2020;0;0;San_Marino;SM;SMR;34453;Europe;2.031.753.403;;;;;;
26;6;2020;137;1;Serbia;RS;SRB;6963764;Europe;1.823.726.364;;;;;;
26;6;2020;23;0;Slovakia;SK;SVK;5450421;Europe;163.290.139;;;;;;
26;6;2020;6;0;Slovenia;SI;SVN;2080908;Europe;283.530.074;;;;;;
26;6;2020;419;8;Spain;ES;ESP;46937060;Europe;100.048.874;;;;;;
26;6;2020;1279;23;Sweden;SE;SWE;10230185;Europe;14.615.571.468;;;;;;
26;6;2020;52;0;Switzerland;CH;CHE;8544527;Europe;449.410.482;;;;;;
26;6;2020;1458;21;Turkey;TR;TUR;82003882;Europe;2.328.182.463;;;;;;
26;6;2020;994;16;Ukraine;UA;UKR;43993643;Europe;24.862.683;;;;;;
26;6;2020;778;99;United_Kingdom;UK;GBR;66647112;Europe;1.926.265.012;;;;;;
27;6;2020;77;2;Albania;AL;ALB;2862427;Europe;297.998.866;;;;;;
27;6;2020;0;0;Andorra;AD;AND;76177;Europe;262.546.438;;;;;;
27;6;2020;662;10;Armenia;AM;ARM;2957728;Europe;26.726.595.549;;;;;;
27;6;2020;67;0;Austria;AT;AUT;8858775;Europe;568.927.419;;;;;;
27;6;2020;517;7;Azerbaijan;AZ;AZE;10047719;Europe;6.121.787.443;;;;;;
27;6;2020;331;6;Belarus;BY;BLR;9452409;Europe;8.667.631.712;;;;;;
27;6;2020;113;2;Belgium;BE;BEL;11455519;Europe;1.097.287.692;;;;;;
27;6;2020;140;3;Bosnia_and_Herzegovina;BA;BIH;3300998;Europe;3.156.621.119;;;;;;
27;6;2020;105;4;Bulgaria;BG;BGR;7000039;Europe;1.888.560.907;;;;;;
27;6;2020;56;0;Croatia;HR;HRV;4076246;Europe;711.438.907;;;;;;
27;6;2020;0;0;Cyprus;CY;CYP;875899;Europe;137.002.097;;;;;;
27;6;2020;168;0;Czechia;CZ;CZE;10649800;Europe;1.032.883.247;;;;;;
27;6;2020;39;1;Denmark;DK;DNK;5806081;Europe;992.063.321;;;;;;
27;6;2020;2;0;Estonia;EE;EST;1324820;Europe;120.771.124;;;;;;
27;6;2020;0;0;Faroe_Islands;FO;FRO;48677;Europe;0;;;;;;
27;6;2020;19;1;Finland;FI;FIN;5517919;Europe;213.848.735;;;;;;
27;6;2020;1588;26;France;FR;FRA;67012883;Europe;992.197.276;;;;;;
27;6;2020;2;0;Georgia;GE;GEO;3996762;Europe;19.515.798;;;;;;
27;6;2020;687;6;Germany;DE;DEU;83019213;Europe;869.798.657;;;;;;
27;6;2020;0;0;Gibraltar;GI;GIB;33706;Europe;0;;;;;;
27;6;2020;22;0;Greece;EL;GRC;10724599;Europe;219.122.412;;;;;;
27;6;2020;0;0;Guernsey;GG;GGY;64468;Europe;0;;;;;;
27;6;2020;0;0;Holy_See;VA;VAT;815;Europe;0;;;;;;
27;6;2020;4;1;Hungary;HU;HUN;9772756;Europe;0.75720708;;;;;;
27;6;2020;2;0;Iceland;IS;ISL;356991;Europe;336.142.928;;;;;;
27;6;2020;9;3;Ireland;IE;IRL;4904240;Europe;334.404.515;;;;;;
27;6;2020;0;0;Isle_of_Man;IM;IMN;84589;Europe;0;;;;;;
27;6;2020;255;30;Italy;IT;ITA;60359546;Europe;605.703.694;;;;;;
27;6;2020;0;0;Jersey;JE;JEY;107796;Europe;556.606.924;;;;;;
27;6;2020;62;2;Kosovo;XK;XKX;1798506;Europe;6.171.789.252;;;;;;
27;6;2020;1;0;Latvia;LV;LVA;1919968;Europe;0.83334722;;;;;;
27;6;2020;0;0;Liechtenstein;LI;LIE;38378;Europe;0;;;;;;
27;6;2020;2;0;Lithuania;LT;LTU;2794184;Europe;186.100.844;;;;;;
27;6;2020;22;0;Luxembourg;LU;LUX;613894;Europe;1.922.155.942;;;;;;
27;6;2020;0;0;Malta;MT;MLT;493559;Europe;486.264.054;;;;;;
27;6;2020;323;13;Moldova;MD;MDA;4043258;Europe;11.582.243.824;;;;;;
27;6;2020;0;0;Monaco;MC;MCO;33085;Europe;604.503.551;;;;;;
27;6;2020;25;0;Montenegro;ME;MNE;622182;Europe;1.848.333.767;;;;;;
27;6;2020;91;3;Netherlands;NL;NLD;17282163;Europe;893.406.688;;;;;;
27;6;2020;163;3;North_Macedonia;MK;MKD;2077132;Europe;9.917.520.889;;;;;;
27;6;2020;22;0;Norway;NO;NOR;5328212;Europe;39.225.166;;;;;;
27;6;2020;276;17;Poland;PL;POL;37972812;Europe;1.268.802.532;;;;;;
27;6;2020;451;6;Portugal;PT;PRT;10276617;Europe;4.559.866.345;;;;;;
27;6;2020;411;14;Romania;RO;ROU;19414458;Europe;2.211.238.655;;;;;;
27;6;2020;6800;176;Russia;RU;RUS;145872260;Europe;7.497.724.379;;;;;;
27;6;2020;0;0;San_Marino;SM;SMR;34453;Europe;1.161.001.945;;;;;;
27;6;2020;193;1;Serbia;RS;SRB;6963764;Europe;1.996.046.965;;;;;;
27;6;2020;13;0;Slovakia;SK;SVK;5450421;Europe;185.306.786;;;;;;
27;6;2020;11;0;Slovenia;SI;SVN;2080908;Europe;326.780.425;;;;;;
27;6;2020;564;3;Spain;ES;ESP;46937060;Europe;1.036.281.352;;;;;;
27;6;2020;1204;11;Sweden;SE;SWE;10230185;Europe;14.601.886.476;;;;;;
27;6;2020;58;0;Switzerland;CH;CHE;8544527;Europe;495.053.734;;;;;;
27;6;2020;1396;19;Turkey;TR;TUR;82003882;Europe;2.352.693.498;;;;;;
27;6;2020;1109;19;Ukraine;UA;UKR;43993643;Europe;2.583.100.472;;;;;;
27;6;2020;721;77;United_Kingdom;UK;GBR;66647112;Europe;1.881.851.985;;;;;;
28;6;2020;61;2;Albania;AL;ALB;2862427;Europe;3.025.404.665;;;;;;
28;6;2020;0;0;Andorra;AD;AND;76177;Europe;262.546.438;;;;;;
28;6;2020;736;6;Armenia;AM;ARM;2957728;Europe;26.973.406.615;;;;;;
28;6;2020;64;2;Austria;AT;AUT;8858775;Europe;618.595.686;;;;;;
28;6;2020;521;6;Azerbaijan;AZ;AZE;10047719;Europe;6.289.984.821;;;;;;
28;6;2020;382;4;Belarus;BY;BLR;9452409;Europe;8.308.992.977;;;;;;
28;6;2020;41;8;Belgium;BE;BEL;11455519;Europe;1.118.238.292;;;;;;
28;6;2020;173;2;Bosnia_and_Herzegovina;BA;BIH;3300998;Europe;3.535.294.478;;;;;;
28;6;2020;112;1;Bulgaria;BG;BGR;7000039;Europe;1.941.417.755;;;;;;
28;6;2020;85;0;Croatia;HR;HRV;4076246;Europe;915.057.629;;;;;;
28;6;2020;2;0;Cyprus;CY;CYP;875899;Europe;15.983.578;;;;;;
28;6;2020;260;2;Czechia;CZ;CZE;10649800;Europe;1.227.253.094;;;;;;
28;6;2020;0;0;Denmark;DK;DNK;5806081;Europe;923.170.035;;;;;;
28;6;2020;0;0;Estonia;EE;EST;1324820;Europe;0.98126538;;;;;;
28;6;2020;0;0;Faroe_Islands;FO;FRO;48677;Europe;0;;;;;;
28;6;2020;0;0;Finland;FI;FIN;5517919;Europe;188.476.852;;;;;;
28;6;2020;0;0;France;FR;FRA;67012883;Europe;913.704.907;;;;;;
28;6;2020;3;1;Georgia;GE;GEO;3996762;Europe;182.647.853;;;;;;
28;6;2020;256;3;Germany;DE;DEU;83019213;Europe;870.882.744;;;;;;
28;6;2020;0;0;Gibraltar;GI;GIB;33706;Europe;0;;;;;;
28;6;2020;23;0;Greece;EL;GRC;10724599;Europe;236.838.692;;;;;;
28;6;2020;0;0;Guernsey;GG;GGY;64468;Europe;0;;;;;;
28;6;2020;0;0;Holy_See;VA;VAT;815;Europe;0;;;;;;
28;6;2020;11;0;Hungary;HU;HUN;9772756;Europe;0.75720708;;;;;;
28;6;2020;0;0;Iceland;IS;ISL;356991;Europe;280.119.107;;;;;;
28;6;2020;23;4;Ireland;IE;IRL;4904240;Europe;289.545.373;;;;;;
28;6;2020;0;0;Isle_of_Man;IM;IMN;84589;Europe;0;;;;;;
28;6;2020;175;8;Italy;IT;ITA;60359546;Europe;577.373.461;;;;;;
28;6;2020;0;0;Jersey;JE;JEY;107796;Europe;556.606.924;;;;;;
28;6;2020;96;4;Kosovo;XK;XKX;1798506;Europe;6.410.876.583;;;;;;
28;6;2020;3;0;Latvia;LV;LVA;1919968;Europe;0.93751563;;;;;;
28;6;2020;0;0;Liechtenstein;LI;LIE;38378;Europe;0;;;;;;
28;6;2020;5;0;Lithuania;LT;LTU;2794184;Europe;178.943.119;;;;;;
28;6;2020;44;0;Luxembourg;LU;LUX;613894;Europe;2.508.576.399;;;;;;
28;6;2020;0;0;Malta;MT;MLT;493559;Europe;445.742.049;;;;;;
28;6;2020;304;6;Moldova;MD;MDA;4043258;Europe;11.428.902.138;;;;;;
28;6;2020;1;0;Monaco;MC;MCO;33085;Europe;906.755.327;;;;;;
28;6;2020;30;0;Montenegro;ME;MNE;622182;Europe;2.330.507.794;;;;;;
28;6;2020;69;2;Netherlands;NL;NLD;17282163;Europe;829.757.247;;;;;;
28;6;2020;150;9;North_Macedonia;MK;MKD;2077132;Europe;9.696.061.685;;;;;;
28;6;2020;0;0;Norway;NO;NOR;5328212;Europe;39.225.166;;;;;;
28;6;2020;319;6;Poland;PL;POL;37972812;Europe;1.236.937.628;;;;;;
28;6;2020;323;6;Portugal;PT;PRT;10276617;Europe;459.878.966;;;;;;
28;6;2020;325;10;Romania;RO;ROU;19414458;Europe;2.236.992.658;;;;;;
28;6;2020;6852;188;Russia;RU;RUS;145872260;Europe;7.370.626.876;;;;;;
28;6;2020;0;0;San_Marino;SM;SMR;34453;Europe;1.161.001.945;;;;;;
28;6;2020;227;2;Serbia;RS;SRB;6963764;Europe;2.212.883.722;;;;;;
28;6;2020;14;0;Slovakia;SK;SVK;5450421;Europe;205.488.714;;;;;;
28;6;2020;14;0;Slovenia;SI;SVN;2080908;Europe;384.447.558;;;;;;
28;6;2020;301;2;Spain;ES;ESP;46937060;Europe;1.031.594.224;;;;;;
28;6;2020;755;14;Sweden;SE;SWE;10230185;Europe;14.479.699.047;;;;;;
28;6;2020;69;0;Switzerland;CH;CHE;8544527;Europe;539.526.647;;;;;;
28;6;2020;1372;17;Turkey;TR;TUR;82003882;Europe;2.342.084.244;;;;;;
28;6;2020;948;24;Ukraine;UA;UKR;43993643;Europe;2.627.425.058;;;;;;
28;6;2020;671;40;United_Kingdom;UK;GBR;66647112;Europe;1.824.685.217;;;;;;
29;6;2020;72;2;Albania;AL;ALB;2862427;Europe;3.077.807.748;;;;;;
29;6;2020;0;0;Andorra;AD;AND;76177;Europe;262.546.438;;;;;;
29;6;2020;482;7;Armenia;AM;ARM;2957728;Europe;27.260.789.363;;;;;;
29;6;2020;63;2;Austria;AT;AUT;8858775;Europe;662.619.832;;;;;;
29;6;2020;534;5;Azerbaijan;AZ;AZE;10047719;Europe;6.436.286.684;;;;;;
29;6;2020;380;6;Belarus;BY;BLR;9452409;Europe;7.936.601.135;;;;;;
29;6;2020;24;5;Belgium;BE;BEL;11455519;Europe;1.111.254.759;;;;;;
29;6;2020;108;3;Bosnia_and_Herzegovina;BA;BIH;3300998;Europe;3.677.675.661;;;;;;
29;6;2020;66;3;Bulgaria;BG;BGR;7000039;Europe;2.001.417.421;;;;;;
29;6;2020;67;0;Croatia;HR;HRV;4076246;Europe;1.076.971.311;;;;;;
29;6;2020;0;0;Cyprus;CY;CYP;875899;Europe;125.585.256;;;;;;
29;6;2020;305;1;Czechia;CZ;CZE;10649800;Europe;1.482.656.951;;;;;;
29;6;2020;0;0;Denmark;DK;DNK;5806081;Europe;830.164.099;;;;;;
29;6;2020;1;0;Estonia;EE;EST;1324820;Europe;105.674.733;;;;;;
29;6;2020;0;0;Faroe_Islands;FO;FRO;48677;Europe;0;;;;;;
29;6;2020;0;0;Finland;FI;FIN;5517919;Europe;157.668.135;;;;;;
29;6;2020;0;0;France;FR;FRA;67012883;Europe;852.970.316;;;;;;
29;6;2020;2;0;Georgia;GE;GEO;3996762;Europe;117.595.193;;;;;;
29;6;2020;262;4;Germany;DE;DEU;83019213;Europe;879.314.527;;;;;;
29;6;2020;1;0;Gibraltar;GI;GIB;33706;Europe;296.683.083;;;;;;
29;6;2020;10;0;Greece;EL;GRC;10724599;Europe;237.771.128;;;;;;
29;6;2020;0;0;Guernsey;GG;GGY;64468;Europe;0;;;;;;
29;6;2020;0;0;Holy_See;VA;VAT;815;Europe;0;;;;;;
29;6;2020;4;3;Hungary;HU;HUN;9772756;Europe;0.67534685;;;;;;
29;6;2020;1;0;Iceland;IS;ISL;356991;Europe;308.131.017;;;;;;
29;6;2020;2;1;Ireland;IE;IRL;4904240;Europe;277.311.061;;;;;;
29;6;2020;0;0;Isle_of_Man;IM;IMN;84589;Europe;0;;;;;;
29;6;2020;174;22;Italy;IT;ITA;60359546;Europe;550.202.946;;;;;;
29;6;2020;0;0;Jersey;JE;JEY;107796;Europe;556.606.924;;;;;;
29;6;2020;87;1;Kosovo;XK;XKX;1798506;Europe;6.622.163.062;;;;;;
29;6;2020;1;0;Latvia;LV;LVA;1919968;Europe;0.98959983;;;;;;
