Partido_Politico,Texto
CREO,Los invito a ver mi entrevista por @CanalRTU 🎙️ https://t.co/XxvFanG9cw
CREO,"Tenemos la #CapacidadParaCambiar el país🇪🇨 Unidos lograremos que #FlorDeBastión tenga empleo, salud, educación y oportunidades para salir adelante ¡Muchas gracias por su cariño y apoyo! #LassoPresidente #JiménezAsambleista #JiménezEs21 #UnidosporGuayaquil https://t.co/uJKpVA9EDR"
CREO,📻Los invito a ver mi #entrevista por @radioaguila🎙️ https://t.co/wNRvrzlMsT https://t.co/0VIiWV3KkJ
CREO,"Vamos a eliminar la #senescyt, porque ningún ente burocrático debe decidir qué estudian nuestros jóvenes. Debemos darles las oportunidades para que ellos decidan su profesión.  #LassoPresidente #JiménezAsambleista #CapacidadparaCambiar #JiménezEs21 https://t.co/cf3AwNE5rD"
CREO,Te invito a conocer mis #Propuestas para la #AsambleaNacional: https://t.co/heEALkhmDY  ¡Unidos vamos a crear un mejor #Ecuador! #LassoPresidente #CapacidadParaCambiar #JiménezAsambleísta #JiménezEs21 #LassoBorrero2021 #UnidosPorGuayaquil
CREO,Junto a nuestra futura Asambleísta @lizalejandrav 💪🏻visitamos #Chongón.  Unidos vamos a hacer realidad nuestras #Propuestas.  ¡Tenemos #CapacidadparaCambiar al #Ecuador! 🇪🇨 #Guayaquil #CapacidadparaCambiar #UnidosEmpiezaElCambio #JiménezAsambleista #JiménezEs21 #LassoPresidente https://t.co/hFWL3DTUwh
CREO,Junto a @LassoGuillermo vamos a construir el #Ecuador que tú quieres ¡Gracias Paraíso de la Flor por unirse al cambio! #LassoPresidente #JiménezAsambleista #UnidosEmpiezaelCambio #UnidosporGuayaquil #CapacidadparaCambiar #JiménezEs21 https://t.co/doBo7Dvu5e
CREO,Junto a @LassoGuillermo estuvimos recorriendo Flor de Bastión 💪🏻  Gracias por su confianza y apoyo ¡No les vamos a fallar! #Guayaquil #UnidosEmpiezaElCambio #JiménezAsambleista #VamosPorElCambio #JiménezEs21 #LassoPresidente https://t.co/pavXIDDI8D
CREO,"No podemos tener un sistema de #salud que se cae a pedazos y que sólo beneficie a los políticos. El #IESS debe ser autónomo, para que se  respeten los derechos de los afiliados y jubilados. ¡Basta de tanta corrupción!  #Guayaquil #Salud #Covid19 #JiménezEs21 #JiménezAsambleista https://t.co/4i5JRWN83u"
CREO,"""En materia de seguridad hay algunas decisiones que pueden ser duras, pero no hacer nada es la peor decisión. Debemos estar del lado de la ciudadanía, no de los delincuentes"" #EnVivo por @RadioMorena640"
CREO,Los invito a ver mi entrevista en @RadioMorena640 🎙️ https://t.co/ii6BUo9XmP https://t.co/mYoKBYByzS
CREO,"De acuerdo con el Ministerio de Gobierno, un 80% del robo a personas ocurre bajo la modalidad de asalto. Esta realidad la combatiremos también desde la #AsambleaNacional. Mi compromiso es construir un Ecuador seguro para todos ¡Cuento contigo! https://t.co/r20eSBbvtr"
CREO,Hoy los Periodistas nos acompañaron en este Encuentro con los Medios para dar a conocer mis Propuestas de Campaña para la #AsambleaNacional  Gracias por su apoyo ¡Unidos empieza el cambio! #LassoPresidente #JiménezAsambleista #VamosPorElCambio #JiménezEs21 https://t.co/N7HQjIEvXx https://t.co/iO7A9ruRAi
CREO,"La declaración de los #DDHH llegó a cambiar la mentalidad del siglo XX y ha permitido dar un giro de 180 grados en el trato y respeto hacia el ser humano. Sabiendo que aún se trata de un proceso en curso, debemos celebrar este salto cualitativo de la Humanidad. https://t.co/gYWiWvBtqe"
CREO,Desde la #AsambleaNacional vamos a luchar contra este cáncer que ha hundido al país en el lodo. ¡#Unidos lograremos vencer a la corrupción! https://t.co/ynobguMwpr
CREO,Los invito a ver mi #entrevista poe @EcuadorDirecto https://t.co/ze68ZbRzs1 https://t.co/gP5PjpWtkG
CREO,Entrevista para @FMRadioFuego 🎙️ https://t.co/VydjQTXrjM
CREO,¡Vamos con fuerza hoy #BarcelonaSC! https://t.co/53KIb8r9kd
CREO,Muchas gracias a los moradores de Monte Bello por su apoyo y cálido recibimiento ¡Unidos lograremos el cambio que todos queremos!💪🏽 #LassoPresidente #JiménezAsambleista #VamosPorElCambio #JiménezEs21 https://t.co/jYhtwMqWZl
CREO,"3 de Diciembre | #DíaDelMédico  👨🏻‍⚕️👩🏻‍⚕️  Gracias por su gran labor, entrega y compromiso diario en esta profesión.   ¡Feliz día a todos los médicos! https://t.co/kTTRdPVlFR"
CREO,Tenemos la #CapacidadParaCambiar al #Ecuador 💪🏻estoy seguro que #Unidos lo lograremos ¡Vota todo 21! #LassoPresidente #LassoBorrero2021 #JiménezAsambleista https://t.co/pzCSkDVdkk
CREO,"""Se debe replantear nuestra política migratoria. Ecuador no puede dejar las puertas abiertas de par en par porque en algún momento se meterán delincuentes. Quienes vienen a nuestro país deben ajustarse a nuestras reglas"" Entrevista para @teleradioec https://t.co/r0xqJwhMKB"
CREO,Hoy acompañamos a las autoridades de la Universidad de #Guayaquil en la inauguración de las obras relativas al Plan Emergente de Seguridad Integral para la Institución. ¡Muchas felicitaciones a sus autoridades por este gran paso! #LassoPresidente #JiménezAsambleista https://t.co/1L6NvrACzL
CREO,"El #covid nos quitó mucho en esta pandemia, pero también nos regaló momentos muy gratos junto a nuestra familia. Por mi, por ti, por todos 💪🏻 Protégete ¡Juntos podemos salvar vidas! https://t.co/78qCRO8mVY"
CREO,Hoy llevamos nuestras #BrigadasMédicas a #SocioVivienda   🧑🏻‍⚕️Unidos trabajamos por su bienestar y por un mejor país. https://t.co/pOpV5kaXQ1
CREO,"""La posibilidad de que la ciudadanía porte armas debe ser valorada. Debemos implementar soluciones concretas y efectivas para defender a la gente"" Entrevista para #TvDigital"
CREO,Hoy acompañamos a @LassoGuillermo y @jaimenebotsaadi en la #RuedaDePrensa sobre Seguridad Ciudana.  Nuestro compromiso es construir un #Ecuador seguro para todos. Unidos vamos a luchar por un país con Justicia y Paz para todos los ecuatorianos. https://t.co/kxQhAyLLov
CREO,"@GustavoNoboaB_ Presidente, regrese rápido a dar guerra para darle la estocada final al SS21"
CREO,"La prensa cubriendo las opciones de retomar la democracia, vamos a lograr un Ecuador con Empleo, Salud, Seguridad y Educación con @LassoGuillermo Presidente https://t.co/Kb3IBJG6mA"
CREO,Gracias @ecuavisa   Lograremos hoy un mejor Ecuador 💪💪 https://t.co/5uDBTr30QT
CREO,"¿Y como estuvo nuestro cierre de campaña?  Si, así  👁👁  De locos las ganas de la gente por un Cambio 💪💪 https://t.co/vCSbavoO09"
CREO,"Gracias a ti @chiquivargas11, el honor fue mío 😇 https://t.co/nTm1XOJ6vd"
CREO,@barcemax Si le fue súper bien. En efecto está entre los mejores del top 1% 💪💪💪
CREO,"Tenemos una sola opción para salvar al Ecuador del Socialismo  Voto nulo, blanco y ausentismo apoyan al SS21  Votos por los no opcionados, apoyan al SS21  Solo con GUILLERMO LASSO podemos derrotar al Socialismo en las urnas  Salvemos al Ecuador  #VotaTodo21 https://t.co/nouWPyzMKW"
CREO,"Muchas gracias a todos por su enorme apoyo, oraciones y buenas vibras.  Mi hijo ayer recibió sus resultados del MCAT (para medicina en EEUU) y con gran orgullo d padre les comparto q salió en el top 1% de todos los q lo rindieron en el mundo 😇   Muchas bendiciones a devolver 😇 https://t.co/tlYn59yqP5"
CREO,Miércoles de difundir nuestro mensaje de lograr el mejor Ecuador  posible 💪💪💪 https://t.co/4uhIIxKjLZ
CREO,Pipol: Esto  NO  es  LASSO vs Arauz  Esto es:  LASSO vs Correa   vs SS21   vs Dictadura   vs Cleptocracia   vs Narcocracia   vs Venezuela   vs Cuba  Este domingo elijamos:  Libertad Prosperidad Bienestar Honestidad Empleo Educación Salud Seguridad  Elijamos a GUILLERMO LASSO https://t.co/cYoXNk5Apu
CREO,¿Así  o más claro? https://t.co/pzLGSdTtH5
CREO,Arauz =&gt; Venezuela  Corre video https://t.co/Yakd1lKuBM
CREO,Trasnochados con @fcopinoargotti   La receta de la Prosperidad 👁👁👂 https://t.co/sp1kLYq7Yd
CREO,"En Durán compartimos con alegría nuestro mensaje con el Sr M SuperCREO 🦸🏻 y Chocolate 🐶.   Si lo disfrutaron, compartan 🔁  Corre video 👁👁😁 https://t.co/dSfON0behq"
CREO,"¿Así, o más claro?   Lean a Margaret Thatcher, Ronald Reagan, que trajeron prosperidad en Libertad a sus ciudadanos.  Cada dólar que malgasta el gobierno, se lo quitó a alguien que lo trabajó.  @LassoGuillermo Presidente @guido_chiriboga  Asambleísta https://t.co/3HyskKGdKw"
CREO,@jlvalarezo @LassoGuillermo @xhervas Maleta viajera de Correa
CREO,@jlvalarezo @jcepedacassola @LassoGuillermo @xhervas Maleta viajera de Correa
CREO,"¿Y ya nevó?    Digo, como cambia el clima con el temblor 😁 https://t.co/WHwJJ1u0Da"
CREO,"Un honor acompañarlo Presidente @LassoGuillermo  Lograremos el mejor Ecuador posible, de PROSPERIDAD y BIENESTAR en LIBERTAD  Desarrollo Económico y Justicia Social son inseparables.  #LassoPresidente2021  @CesarMongeO @Nathie_Arias @guido_chiriboga @Ariannaburgosca @CREOEcuador https://t.co/nRo151uOtE"
CREO,"Vamos a recuperar las autonomías universitarias, para que nuestros jóvenes elijan sus carreras.   Acabaremos con la prueba Ser Bachiller que centraliza y limita el acceso a la U. https://t.co/AJx7jUPxP9"
CREO,@KevinLGomezH @ucasagrande Lo certifico 🤗 literal 😁  Felicitaciones 🎉🍾🎊🎈
CREO,Véanlo en las propias palabras de Guillermo Lasso:  No se reducirán los sueldos.  Punto.   #LassoPresidente2021  #CapacidadParaCambiar https://t.co/x0r61mRU8A
CREO,Durán aclamó hoy el próximo Presidente del Ecuador @LassoGuillermo 💪💪💪 https://t.co/O0cfpc0L9t
CREO,"Y se fue mi Diego😢, pero con la alegría de padre de que ha sabido conseguir labrar el camino a sus metas 😇. Buen viento colo, y sigue cosechando éxitos 💪💪  #conorgullodepadre https://t.co/2vdizQqFnl"
CREO,@walgam @Ariannaburgosca @LassoGuillermo @panchojimenezs 👍
CREO,"@EGrandadt @Ariannaburgosca @Rarosemena11 @LassoGuillermo La encontrarás en la Papeleta de Asambleístas Provinciales del Guayas, Distrito 3 (Guayaquil, Durán, Samborondón y Playas) por CREO listas 21  ✌️☝️  Será un lujo de Asambleísta 👍  #LassoPresidente2021  #AsambleaDelCambio #VotaTodo21"
CREO,@joseaguirre2692 Gracias @joseaguirre2692
CREO,Obligación cívica ver 👁👁 y compartir 🔄 este video.  Nunca más el Socialismo NARCOCLEPTÓCRATA para nuestro Ecuador.  @LassoGuillermo @ABorreroVega @guido_chiriboga @Ariannaburgosca @Nathie_Arias @CesarMongeO @jovenesCREO @CREOEcuador @JuanPHidalgoC @panchojimenezs @Silvia_VeraC https://t.co/AmCaZsrp7t
CREO,"Así de simple, así de claro💪💪  Vean el video, son 22 segundos que serán una base para crecer la economía   #LassoPresidente2021  #PropuestasDeLasso  #LassoEsElCambio #LassoEsLaOpción https://t.co/syVBwoYcbC"
CREO,"Abriremos el Ecuador al mundo, para  tener:  Más Ecuador en el mundo  y Más mundo en el Ecuador   Así exportaremos más, aumentando el empleo; e importaremos más barato para bajar el costo de vida.   Es ganar ganar 👍👍  #PropuestasDeLasso  #LassoEsElCambio #LassoEsLaOpción https://t.co/v8HWfHZXdl"
CREO,Hay que cambiar el Código de la Democracia y terminar con los “Partidos de Alquiler”  #PropuestasDeLasso  #LassoEsElCambio #LassoEsLaOpción https://t.co/1QyNKL0JXF
CREO,Al aire...pilas ahí pipol  Todos a ver el #DebatePresidencial2021   #LassoPresidente2021 https://t.co/Oupsmo6wZY
CREO,Razonado Responsable  Nos jugamos el país  Pilas pipol https://t.co/xSloIsR2Xv
CREO,Nunca más el modelo socialista de:  Más impuestos Más deuda Para más Robo   Vamos al modelo de Prosperidad y Bienestar en libertad:  Más inversión  Más Apertura Para más Empleo  #PropuestasDeLasso #ConLassoHayEmpleo #ConLassoHayPAN https://t.co/Na3LMZWiRW
CREO,"Con Lasso No Más Impuestos.  Con Lasso defenderemos el Dólar.  Con Lasso vendrán inversiones, y se generarán Empleos.  #PropuestasDeLasso #ConLassoHayEmpleo #ConLassoHayPAN https://t.co/QquMeTzMbl"
CREO,Con @LassoGuillermo  defenderemos la dolarización.   Punto.  #LassoPresidente2021 https://t.co/XrNafG9KUH
CREO,"De los creadores de “Exportaremos barriles de agua virtual” de Carlos Arnulfo, ahora les traemos la “Canasta Básica Virtual” de la Ximena🙈  Así va el #DebatePresidencial2021   Ecuador ya no aguanta improvisaciones. https://t.co/Gz5sqTbgCJ"
CREO,La economía necesita un CAMBIO de rumbo:  vamos a lograr Prosperidad y Bienestar en Libertad abriendo el Ecuador al mundo   #PropuestasDeLasso #ConLassoHayEMPLEO https://t.co/5vAm6C4zab
CREO,Eliminaremos y reduciremos impuestos y trabas que limitan el crecimiento económico y la creación de empleos.   #PropuestasDeLasso #ConLassoHayEMPLEO  @LassoGuillermo @ABorreroVega
CREO,@Michelle11Sol Los resultados llegan el 11 de feb. Ya toca esperar. 😇
CREO,"Manden buenas vibras 😇  Mi hijo toma hoy el examen del MCAT, que es el de admisión para acceder a los posgrados de Medicina en EEUU. Lo que acá sería el Doctorado.  Admiten a menos del 2% 😱  Solo buenas vibras se aceptan 🤞 https://t.co/h1vSfIH7iJ"
CREO,"LASSO es Empleo.  Dos millones de nuevas plazas de EMPLEO.  Vean el Debate para un voto razonado.  #CapacidadParaCambiar, #ConLassoHayEmpleo #LassoPresidente2021"
CREO,"Más de la 1/3 parte de nuestros hermanos manabitas NO TIENEN AGUA POTABLE  En pleno 2021, esto tiene que CAMBIAR  #AguaParaManabi  con #LassoPresidente2021   @LassoGuillermo @ABorreroVega"
CREO,"@GigiCanessa @LassoGE Gracia as Gigi, ten la certeza que cumpliremos 💪"
CREO,"Si alguien busca un trabajo, y no se presenta a la entrevista, ¿lo contratarías?  ¿Así o más claro?  #LassoSiDebate #ArauzSeAhuevó"
CREO,Mañana domingo a las 07h15 los espero en el dial 640AM 👍  Analizaremos el escenario político y económico con miras al 2021-2025  @LassoGuillermo @guido_chiriboga @ABorreroVega @CesarMongeO @Nathie_Arias @jovenesCREO @CREOEcuador @RadioMorena640 https://t.co/7V6rXY0nhr
CREO,"En equipo se consiguen grandes metas.   Apoyamos a @LassoGuillermo que sacará al Ecuador  de la crisis que nos dejan 14 años de CorreoMorenismo.  Con LASSO tendremos un Ecuador de EMPLEO, SALUD, EDUCACIÓN y SEGURIDAD. https://t.co/CVC8pjybkQ"
CREO,"14 años de CorreoMorenismo nos dejó un modelo de:   📈Más Deuda y  📉Más Impuestos para  💸Más Robo  Con Guillermo Lasso tendremos un modelo de: ✅Menos impuestos ✅Menos trámites, para ✅Más Inversión  ✅Más Empleo  #LassoEsCambio #LassoSabe"
CREO,"#LassoSiDebate  Con Lasso regresará la confianza en el Ecuador, con ello la Inversión Extranjera, y con eso regresará el EMPRENDIMIENTO y el EMPLEO  #LassoEsCambio"
CREO,"@Ariannaburgosca Así es. Desde la más alta magistratura incitar al odio y a desmanes, no es de estadistas, sino de populistas megalómanos.  Razonemos bien nuestro voto este 7 de Feb 👍"
CREO,"Si tienes miedo a debatir, ¿cómo te vas a enfrentar al NARCOTRÁFICO?  Si temes debatir, ¿cómo podrás luchar contra la DELINCUENCIA?  Digo nomás ...🤔  Será que cree en el DEBATE INVERSO  #NoMásLelosGobernando  #NoSeamosVenezuela  #DesdolARAUZ https://t.co/d5EAyD9LiT"
CREO,¿Quien irá preso por manejar como loco?🤪 ¿Quien se baja la bandera?🇪🇨  @guido_chiriboga  ó  @Ariannaburgosca @miintriago @CamilaCedenoO72 @jovenesCREO @LuisEstupinan04 @Nathie_Arias @JuanPHidalgoC @DianaApraes   No se lo pierdan  y comenten👁👁👇 https://t.co/bV5WB2ccrA
CREO,No se pierdan este ¿Quién es más probable que...? 👁👁 https://t.co/6ItggzjnVX
CREO,Los espero mañana Miércoles  09h30 en @UnCafeConJJ https://t.co/oTZPe9DS8W
CREO,"Hoy el Ecuador pudo confirmar q @LassoGuillermo tiene la Capacidad para Cambiar al Ecuador, y sabe como hacerlo 👍  “La mejora económica y la justicia social son dos caras de una misma moneda”  Gracias Guillermo por tu perseverancia y patriotismo.    #LassoPresidente2021 https://t.co/DJu3IVmnT4"
CREO,La única opción para crecer la economía del Ecuador y detener al SS21 se llama GUILLERMO LASSO 💪💪💪 https://t.co/aDGnLZYlOM
CREO,"Y se fue el 2020🦠, y con optimismo nos llega el 2021💪💪 #ElAñoDelCambio, aquí lo que nos trae:    corre video... https://t.co/utkX6WGHFB"
CREO,"¡Wow! Véanlo y Escúchenlo 👁👁👂  Mario Vargas Llosa, Premio Nobel de Literatura, nos llama a votar por @LassoGuillermo 👍👍👍  Se viene el #AñoDelCambio con #LassoPresidente2021 💪💪💪 https://t.co/bXJUfQzm0q"
CREO,Se viene #elañodelcambio con #LassoPresidente2021 💪💪 https://t.co/jhtBv2IAas
CREO,Así es 💪💪💪💪  Con @LassoGuillermo:  Recuperaremos el EMPLEO Arreglaremos la SALUD Tendremos SEGURIDAD Universalizaremos la EDUCACIÓN   Con los #AsambleístasDelCambio  @guido_chiriboga  @Ariannaburgosca  #SilvinoMite @dianaarreagaf  #JuanDiaz https://t.co/meuxfD6DJi
CREO,@Milton45389980 Dice literal “todo lo que tengo es tuyo” 🙈🤬😂🤣
CREO,¿Y la Ley de Extinción de Dominio para cuando?  ¿O le temen al vomito prieto por tener rabo de paja? 🤬  El CAMBIO se viene pronto 💪💪💪 https://t.co/FmAmPTJX4C
CREO,"Gob debe REVERTIR ciertas medidas d control anticovid.  Restringir horarios en restaurantes y centros comerciales AUMENTA AGLOMERACIONES.  Afectan mucho a la economía del sector.  Más horas abiertas, menos aglomeración, más clientes atendidos, más empleo.  #HeroesDelComercio https://t.co/nXbrcwDYvJ"
CREO,"@CarmenAriana15 @diegoarosemena @BarcelonaSC @LeoStagg @LassoGuillermo Rota la Copa🏆,  roto Makanaki⚽️,  rota La Casa (Blanca) Amarilla💛,  hasta rompimos este 2020,  y se vendrá un gran 2021 😇🎉  @BarcelonaSC"
CREO,La 16 🏆🏆🏆🏆🏆🏆🏆🏆🏆🏆🏆🏆🏆🏆🏆🏆 BSC CAMPEÓN 🎉🎉🎉🎉🎉🎉🎉 https://t.co/8k0UQhHRW4 https://t.co/BWe2r4imRh
CREO,A apretar 😇 https://t.co/8k0UQhHRW4
CREO,"🌬👃🏻🍬  A romper ese maleficio hoy, vamos a ganar en La Casa Blanca 🏆 https://t.co/ASkwPmblXt"
CREO,"En esta Navidad tan particular por el COVID,  nos toca ser más solidarios.  Llevamos un poco de alegría a los hogares más necesitados, y mucha fe que mejores días están por llegar.  @LassoGuillermo @guido_chiriboga @Ariannaburgosca @LuisEstupinan04 @ABorreroVega  @Nathie_Arias https://t.co/OleIIXNWaH"
CREO,"@PepeJara21 Gracias querido @PepeJara21 , Azuay estará muy buen representado 👍"
CREO,"El regalo d Navidad q nos deja el CorreoMorenismo:  Deuda d $17,700 x c/familia Ecuatoriana!!😡🤬  Son más d $60,000’000,000 d DEUDA; 4 veces más d lo q recibieron, luego d “comerse” todos los ahorros del 🇪🇨  Lo bueno: @LassoGuillermo tiene Capacidad Comprobada para arreglarlo https://t.co/T1kppYjciu"
CREO,¡¡¡Feliz Navidad!!!  Por un mejor Ecuador para todos💪  #LassoPresidente https://t.co/dl96SUQ5KY
CREO,Festejemos hoy la solidaridad de estas fechas.   ¡Feliz Navidad les deseamos Guido y los Chiriboga!  No hay nada más solidario que trabajar muy duro estos próximos 44 días para lograr el Mejor Ecuador posible 👍 https://t.co/QP4vCo9kd0
CREO,"De mi familia a la suya, ¡Feliz Navidad! https://t.co/rMGJ0GZVX4"
CREO,"Todo el mundo sabe q el Covid 🦠 se contagia por los autos 🚙particulares con placas pares2️⃣4️⃣6️⃣8️⃣0️⃣ los miércoles, pero solo hasta antes de las 10pm 🙈🤬🙈🤬🙈 https://t.co/xsXwMzxv6b"
CREO,"El Socialismo detesta la Libertad Individual  14 años d CorreoMorenismo nos han robado todo, han matado el empleo y ahuyentado la inversión  Vamos a retomar nuestras Libertades para lograr un Ecuador d Prosperidad, Bienestar y Empleo  @LassoGuillermo  #VotaTodo21 #YoCREOenGUIDO https://t.co/aLV0oQ6xYF"
CREO,A ganar en La Casa Blanca 💪💪💪 y campeonato allá 👍👍👍  Esto ha durado más que el SS21 🤬 https://t.co/uge3Hq9XpE
CREO,Hasta los Dallas Cowboys 🏈 están con la 21 💪💪  Vamos fuerte a #LassoPresidente con comprobada #CapacidadParaCambiar https://t.co/h3Ws0TXvzK
CREO,Gracias @LassoGuillermo por ser el Cambio necesario para salvar al Ecuador 💪 https://t.co/Xt4QEk6Npp
CREO,#DesdolArauz #ARAUZUELA #DesdolArauz #ARAUZUELA #DesdolArauz #ARAUZUELA #DesdolArauz #ARAUZUELA #DesdolArauz #ARAUZUELA #DesdolArauz #ARAUZUELA #DesdolArauz #ARAUZUELA #DesdolArauz #ARAUZUELA #DesdolArauz #ARAUZUELA #DesdolArauz #ARAUZUELA #DesdolArauz #ARAUZUELA #DesdolArauz
CREO,#ARAUZUELA https://t.co/pJyV5ic5EB
CREO,Orgullo de nuestra Universidad Casa Grande 🧡 https://t.co/uWYoQ2UJgY
CREO,Guido CHIRIBOGA Cand a Asamblea por CREO 21  AGENDA Martes 15 Dic 👨🏻‍🦰👁👁🗣👂👞  09h00 📻 Morena 640AM DEBATE contra lista 23 https://t.co/pdbuMMb5D3  09h10 📻 Tropicana 96.5FM  10h00 fb Live Colegio d Periodistas Guayas   11h00 👞👞 en Letamendi  17h00 fb Live en *Melodía Juvenil
CREO,"De los creadores desde Bélgica del   #DesdolArauz  ahora nos traen  #Arauzuela  🙈🙈🙈  Plan de Gob:  😡Ser Gob por 50 años 😳Minería desde celulares 🤔1,000’M de lelitos virtuales q saldrán del bolsillo del mago 🤯ISD al 27% 😱Democracia a la Cubana 🤬Economía a la Venezolana https://t.co/K4OV20GdI3"
CREO,"Mañana martes 09h00 Los espero en Radio Morena 640AM, para un debate por el futuro de nuestro Ecuador 💪💪💪💪  @LassoGuillermo  @guido_chiriboga  @jovenesCREO @SusySantistevan  @JoseloAndrade  @RadioMorena640   @LuisAlmeidaM https://t.co/VabOjhEI4B"
CREO,Imperdible 🤩😂 https://t.co/7nEgmmNIEQ
CREO,"Luego de 14 años de la narcocleptocracia del CorreoMorenismo, ¿qué es lo que más necesita el Ecuador? https://t.co/y9yx9cJ9co"
CREO,"Entre los tantos robos de la Robolución, también se nos llevaron el Izquieta Perez 😡  Sería muy útil hoy.  (Para los más jóvenes, hacíamos y hasta exportábamos vacunas ahí) https://t.co/08k8Ror4FV"
CREO,Crack Victor https://t.co/Wr9MXaHXfQ
CREO,"Como bien afirmaba Aristóteles, “la virtud es una disposición voluntaria adquirida, que consiste en un término medio entre dos extremos malos, el uno por exceso y el otro por defecto”."
CREO,https://t.co/by7arhAmez
CREO,*Ahora a las 17h00* en *Teleradio 1350AM*  👨🏻‍🦰🗣👂  https://t.co/9z7HDQou4v   Los espero para difundir voces de Libertad   *Guido CHIRIBOGA*  #LassoPresidente #VotaTodo21 #YoCREOenGuido
CREO,Difundiendo nuestro mensaje del mejor Ecuador posible. 💪💪💪 https://t.co/X2B0spNQXg
CREO,Y defender la dolarización 💪💪💪 https://t.co/w2Bvf6IBX6
CREO,"@Ariannaburgosca @LassoGuillermo Y de ahí a Samborondón cabecera cantonal, luego a Mapasingue, y sin parar hasta el 7 de Feb 💪💪💪💪"
CREO,"Es para mi un verdadero honor ser parte del equipo del CAMBIO, liderado por la CAPACIDAD comprobada de @LassoGuillermo   Es el Presidente que el Ecuador 🇪🇨 necesita y merece 💪  Corre Video 👇👁👁, no se lo pierdan https://t.co/rnUpCA2M0I"
CREO,Mañana Jueves a las 08h30 estaré en  @RadioSantiagoec dial 540AM  y a las 20h00 en @WilarRTV   Los espero para difundir nuestro Plan de Gobierno   #CapacidadParaCambiar  #LassoPresidente  ✅Empleo ✅Salud ✅Educación  ✅Seguridad https://t.co/uC1QlDT7Up
CREO,Esto fue en febrero https://t.co/o1jVLKT9VX
CREO,"Hoy nuestro compañero de lucha Segundo Ordóñez encontró a su creador; nosotros  perdimos a un gran candidato y a un amigo.   Llevaremos tu alegría y compromiso siempre con nosotros. Mantendremos tu alma en nuestras oraciones, y pediremos templanza y fortaleza para sus familiares. https://t.co/rkwFIEjYPT"
CREO,Los espero mañana martes en #LosEspecialistas 08h00 💪💪💪 https://t.co/9J0SePrmwz
CREO,"#Denuncia | Nos siguen llegando videos desde #Venezuela 🇻🇪, donde se ve claramente como FUNCIONARIOS DEL RÉGIMEN DE MADURO, movilizan e interfieren en las #Elecciones2021Ec  ¿Acaso @cnegobec @DianaAtamaint @CNEVice @LuisVerdesotoo1 @jr_cabreraz se van a quedar callados? https://t.co/ufQ7mpclBS"
CREO,"#Denuncia | Régimen de Maduro financia y respalda a candidatos del correísmo en Caracas con bienes públicos.  Se comprueba su intromisión en procesos electorales y financiamiento electoral que contraviene la ley.  ¡Atentos @cnegobec, @DianaAtamaint y @CNEVice!  #Elecciones2021Ec https://t.co/wr2K4EKO2b"
CREO,Ya inicio la votación en #Colombia🇨🇴 donde votan más de 4000 ecuatorianos. Actualmente en #Bogota hay gran afluencia de electores  ¡EL CAMBIO 🔁está en tus manos: VOTA 🗳! Y construyó un país de oportunidades y desarrollo.   #EcuatorianosEnElExterior  #Elecciones2021Ec https://t.co/5ncNAs5JOJ
CREO,"Ya inicio la votación en #Panama🇵🇦, invitamos a todos los ecuatorianos 🇪🇨 a votar entre las 09H00 y 19H00⏰  ¡EL CAMBIO 🔁está en tus manos: VOTA 🗳! Y construyó un país de oportunidades y desarrollo.   #EcuatorianosEnElExterior #CREO21 #Reporte #Elecciones2021Ec https://t.co/xYPeoFrFeg"
CREO,"Ya inicio la votación en #Perú🇵🇪, invitamos a todos los ecuatorianos 🇪🇨 a votar entre las 09H00 y 19H00⏰  ¡EL CAMBIO 🔁está en tus manos: VOTA 🗳! Y construyó un país de oportunidades y desarrollo  #EcuatorianosEnElExterior #CREO21 #Reporte #LassoPresidente2021 #Elecciones2021Ec https://t.co/EuWwtils6Y"
CREO,"Ya inicio la votación en #Bolivia🇧🇴 y #RepublicaDominicana🇩🇴, invitamos a todos los ecuatorianos 🇪🇨 a votar entre las 09H00 y 19H00⏰  ¡EL CAMBIO 🔁está en tus manos: VOTA 🗳! Construyamos un país de oportunidades y desarrollo.   #EcuatorianosEnElExterior  #Elecciones2021E https://t.co/Q3gwSmBieg"
CREO,Así se lleva a cabo la votación en #Argentina🇦🇷 donde los ecuatorianos ejercen su derecho al voto de manera electrónica.  Hoy 0⃣7⃣ de febrero Ecuador VOTA todo 21📝📥🇪🇨 Los ecuatorianos nos manifestamos con nuestro voto.   #EcuatorianosEnElExterior  #EleccionesEcuador2021 https://t.co/sCu7PMfcnr
CREO,Así transcurren las votaciones en la ciudad de Santiago en #Chile🇨🇱.   Hoy 0⃣7⃣ de febrero Ecuador VOTA todo 21📝📥🇪🇨 Los ecuatorianos nos manifestamos con nuestro voto.   #EcuatorianosEnElExterior  #EleccionesEcuador2021 https://t.co/GG6kK7bm0q
CREO,"Ya inicio la votación en #Venezuela🇻🇪 donde votan +10.000 electores, invitamos a todos los ecuatorianos 🇪🇨 a votar.  Con civismo y ejerciendo su derecho al voto los ecuatorianos se abocaron a los recintos electorales  ¡EL CAMBIO 🔁está en tus manos: VOTA 🗳! #Elecciones2021Ec https://t.co/3pHioLAlUk"
