Partido_Politico,Texto
IZQDEMOCRATICA,"Mi binomio, María Sara Jijón @msjijon  👇😌 https://t.co/xyThfMqYSO"
IZQDEMOCRATICA,"@freddyferruzola @elfulero @OyeParker_ @jookbe Yo no vengo de la política ni mi aspiración es hacer una carrera. El cambio que requiere el país es un liderazgo en valores desde la Presidencia.  Me mueve ver mejor a nuestra Patria, no un cargo público.  Entendí que no debía seguir solo quejándome sino que decidí involucrarme."
IZQDEMOCRATICA,"@ser_troll @Caro_Urq @lebruje8 De hecho sí. Mi binomio @msjijon ha sido toda su vida una luchadora de la causa feminista. Ella lidera nuestra propuesta de la Agenda Mujer #ConEllas, cuyo link te dejo para que puedas conocerla. Feliz año!  👉https://t.co/n4PdYBYT3c"
IZQDEMOCRATICA,@mancerojaime @LassoGuillermo @yakuperezg Aquí: https://t.co/AUUkhYRxN0
IZQDEMOCRATICA,@frafra_22 @guagualoco1 Nunca es ridículo honrar una tradición tan ecuatoriana como la de viudas y los testamentos de fin de año.   Te invito a escarbar más profundo y conocer nuestras propuestas. Te dejo la web para que puedas revisarlas.   👉https://t.co/AUUkhYRxN0
IZQDEMOCRATICA,"@Negritabeyeza @PaulCarrascoC @tctelevision No hay tiempo para contestar bien en esos espacios. Por eso te invito a conocer nuestra Agenda Mujer #ConEllas, creada de la mano con mi binomio @msjijon para la moët ecuatoriana, frenar los feminicidios y llegar a la equidad de género.   👇 https://t.co/n4PdYBYT3c"
IZQDEMOCRATICA,@PaulVala @poolred_ec Será por esto? 👇😉  https://t.co/bqfa1yehqs
IZQDEMOCRATICA,@bolivar_lojan @lahistoriaec Ojo 👇🤨  https://t.co/bqfa1yehqs
IZQDEMOCRATICA,"@thom_mhi Estamos trabajando para entrar. El 4to lugar lo tenemos ahora, que la campaña recién empieza. 😉"
IZQDEMOCRATICA,@omargo33 @Chulla515 https://t.co/wT5BTxgQf5
IZQDEMOCRATICA,"@pavibeal @dgrijalva23 @odinbaco @msjijon Mi mejor lado es el de honrar las tradiciones ecuatorianas, tales como las viudas y los testamentos de año viejo. Te invito a escarbar más profundo y conocer mi plan de gobierno en la web. Te llevarás una grata sorpresa.   👉https://t.co/AUUkhYRxN0"
IZQDEMOCRATICA,@MemeBipoIar @LucioGutierrez3 No es mediocridad honrar una tradición ecuatoriana de vieja data como las viudas de año viejo y loca testamentos de fin de año.    Ya invito a escarbar más profundo y conocer nuestro plan de gobierno en mi web.  👉https://t.co/AUUkhYRxN0
IZQDEMOCRATICA,@omargo33 @Chulla515 A lo #Ecuador 😉
IZQDEMOCRATICA,☝️😌 https://t.co/YWaXn6VKod
IZQDEMOCRATICA,Muchas gracias!! Yo también me divertí mucho en el ascensor! https://t.co/HLo0PvO6KE
IZQDEMOCRATICA,"#CaeDondeXavi es un espacio diseñado para conversar con los jóvenes, conocer sus necesidades, escucharlos y construir propuestas que respondan a su realidad.   Pronto estrenaremos el 2do episodio.🇪🇨  Pueden ver el primero en nuestro canal de #Youtube.  👉https://t.co/r18OcdERvu https://t.co/TUuY0kwgii"
IZQDEMOCRATICA,"@CarlosB19536349 @Univision @UniNoticias @Galoecuador Mi campaña es digital, estimado Ni mi equipo de campaña ni yo repartimos nada. Menos caramelos. 😉"
IZQDEMOCRATICA,@KattySorayaTipn @Polificcion Por eso puse el video. Ahí está la respuesta. 😉
IZQDEMOCRATICA,@CarlosB19536349 @Univision @UniNoticias @Galoecuador Eso nunca pasó. Estás mal informado.
IZQDEMOCRATICA,"@KattySorayaTipn @Polificcion El agro es en efecto un sector olvidado, pero también es el sector que yo mismo desde mi actividad privada he desarrollado, llegando a posicionar al Ecuador como el primer exportador de brócoli a Japón. Si hay alguien que sabe cómo hacer todo eso, ése soy yo. 😉 https://t.co/5Hs0JNzE8R"
IZQDEMOCRATICA,"@jorgecadenav @lahistoriaec Nunca será payasada honrar una tradición ecuatoriana de vieja data como la de años viejos y viudas.   Te invito a leer nuestro plan de gobierno. La política se dignifica con propuestas, no atacando al rival.   👉https://t.co/AUUkhYRxN0 https://t.co/uVjOAFZzNz"
IZQDEMOCRATICA,"@gottfriend @lahistoriaec Nunca será payasada honrar una tradición tan ecuatoriana como la de viudas y testamentos de año viejo.   Ahora que ya tengo tu atención, te invito a conocer nuestro plan de gobierno, te llevarás una grata sorpresa.   👉https://t.co/AUUkhYRxN0 https://t.co/vugWwqHAYk"
IZQDEMOCRATICA,"@KattySorayaTipn @Polificcion Nunca será payasada honrar tradición tan ecuatoriana como las viudas de año viejo.   Te cuento que en tik tok y otras redes hago más que eso, pero ustedes prestan atención a lo otro.  Te dejo un botón de muestra y te invito a leer mis propuestas   👉https://t.co/AUUkhYRxN0 https://t.co/3KWci98Uvn"
IZQDEMOCRATICA,@FFRANK_404 @lahistoriaec Te invito a que conozcas nuestras propuestas y plan de gobierno.  Nunca será payasada el honrar una tradición ecuatoriana como la de las viudas y el testamento de año viejo.   👉https://t.co/AUUkhYRxN0
IZQDEMOCRATICA,"Te invito a conocer la Agenda Mujer #ConEllas, estimado @skhunt92 , quieres con mi binomio @msjijon planteamos para generar políticas dirigidas a las mujeres en pro de sus derechos y la equidad de género.   👉https://t.co/n4PdYBYT3c https://t.co/9sqg5r2x9w"
IZQDEMOCRATICA,"@Luis_Fierro_Eco No hagas demagogia ni trates de confundir a la gente. Estás mezclando mi declaración personal de IR con el de las empresas en las que tengo participación, que son 2 cosas completamente diferentes. Te adjunto el detalle para despejar tus dudas. https://t.co/viCKvL0DKp"
IZQDEMOCRATICA,@CesarCoronelrp @Keynessy35 @KikeJavCuy Siempre dispuesto al diálogo. Con gusto.
IZQDEMOCRATICA,@AltShiftEsc @lahistoriaec @marlonpuertas Lo primero es reactivar el sector productivo.
IZQDEMOCRATICA,@Marcelo15631169 @Univision @UniNoticias @Galoecuador Porque lleva años alejado de la política.
IZQDEMOCRATICA,@jeeh70 @tctelevision https://t.co/zaXoGSLgYI
IZQDEMOCRATICA,Esta noche estaré en el programa Voz y Voto de @tctelevision. No se lo pierdan.   Hora: 22h00  #XavierHervasPresidente🇪🇨 #Atrévete #SomosGenteNueva  #vozyvoto2021 https://t.co/Sa2L1f8sc4
IZQDEMOCRATICA,"@dama_rosas @LassoGuillermo @ecuarauz Anotado, para el debate. Gracias por tu aporte 😉"
IZQDEMOCRATICA,@CesarCoronelrp @Keynessy35 @KikeJavCuy Exacto. Por eso nuestra propuesta facilitará el emprendimiento. Vamos a reactivar la economía inyectando liquidez en el sector productivo e impulsando la creación de nuevos negocios.
IZQDEMOCRATICA,@georeyes71 @antonio42134697 @lahistoriaec @marlonpuertas https://t.co/bLKGTGalH6
IZQDEMOCRATICA,@WalterPuent @Univision @UniNoticias @Galoecuador https://t.co/ptnJ8YjlKM
IZQDEMOCRATICA,@Dav_235 @Univision @UniNoticias @Galoecuador https://t.co/cCs4LOP7Kh
IZQDEMOCRATICA,@antonio42134697 @lahistoriaec @marlonpuertas https://t.co/f4oRnI6usz
IZQDEMOCRATICA,"@oskar33zc @GodInEcuador @Univision @UniNoticias @Galoecuador Estimado Oskar, el partido ya se manifestó confirmando que no recibe donaciones de otros países.  No me voy a lanzar de alcalde de Quito, dime de que serviría una ciudad eficiente y bien administrada en un País Incendiado ?.  Somos gente nueva, atrévete !"
IZQDEMOCRATICA,@alfonjod @msjijon De acuerdo contigo. Capacitar y mejorar las condiciones de los maestros es una deuda urgente a ser saldada
IZQDEMOCRATICA,@pabloescandon @msjijon Gracias por la observación. La tendremos en cuenta la próxima vez.  😉
IZQDEMOCRATICA,"@Laverdaddebese1 @alvaro_exa @isidroromero_c Te invito que superemos ese discurso de izquierda / derecha que los políticos tradicionales usan para dividirnos. Gracias por mencionar nuestro plan de gobierno, proponemos una política diferente, de propuestas y no tóxica.  Somos gente nueva, atrévete !"
IZQDEMOCRATICA,"@dianavelal 3) gobierno sin nexos históricos con guerrilla ni narcotráfico.  En relación al orden público y delincuencia común: escuchar necesidades ciudadanas.  Quisiera escucharte, tú que sugieres? Somos gente nueva, atrévete!"
IZQDEMOCRATICA,@dianavelal El combate a la delincuencia organizada transnacional solo será efectivo en la medida que: 1) sea tratado de manera multilateral con gobiernos involucrados (presidente que sí lidere) 2) una Policia bien capacitada y dotada herramientas tecnológicas 1/ HILO
IZQDEMOCRATICA,@Alguien878434 @Ramos7Emi @ESonnenholzner @ZoidbergOfi @jaass_1 @renatavm13 Aquí: https://t.co/jbCTFlcnG6 https://t.co/2QVoSofm9F
IZQDEMOCRATICA,"@mickyortuno @carlosbravoma @FFAAECUADOR @PoliciaEcuador @Lenin Estimado. Veo que solo has leído los enunciados de las 12 agendas, pero no has leído el plan completo, donde está el qué y los cómos. Te invito a descargar el pdf y leer las 117 páginas completas y conversamos. 😉 https://t.co/rGBGXT0WcO"
IZQDEMOCRATICA,"@Univision habla del ""outsider que puede dar una sorpresa en las elecciones"" 💪  Agradezco a todos los ecuatorianos por acoger nuestra propuesta, en especial a nuestros hermanos migrantes, cuyo voto será determinante. 🙏  👇 https://t.co/gc72FnTCZr  @UniNoticias  @Galoecuador https://t.co/mXwxvtMEje"
IZQDEMOCRATICA,AGENDA DE MEDIOS |  Comparto con ustedes la #AgendaDeMedios que cumpliré hoy Domingo 03 de ene.  ¡Sintonízanos!   #XavierHervasPresidente 🇪🇨  #Atrévete  #SomosGenteNueva https://t.co/rHqpTJAUkk
IZQDEMOCRATICA,@JacoboG_Ecu @HerediaCarla @Juzzpincay 😳
IZQDEMOCRATICA,"@PaulGar56081159 Llevamos meses haciéndolo. Lastimosamente la gente se queda con lo que llama más la atención, que no siempre es el contenido trascendental.  Te invito a conocer nuestras propuestas en la web, te dejo una muestra de lo que entendemos por campaña digital  👉https://t.co/AUUkhYRxN0 https://t.co/MRR6wIospy"
IZQDEMOCRATICA,"@jscordova82 Mi campaña es digital. Ni mi equipo de campaña ni yo entregamos nada, menos caramelos. No todo lo que dicen en las redes es cierto. 😉"
IZQDEMOCRATICA,Por eso nosotros hemos optado por una campaña digital. Es lo más responsable en este contexto e invitamos al resto de candidatos a que hagan lo propio. https://t.co/rZR2mo39DQ
IZQDEMOCRATICA,@Keynessy35 @CesarCoronelrp @KikeJavCuy Tenemos que facilitar la creación de emprendimientos. No podemos limitar el desarrollo de nuestra economía con burocracia. Hay simplificar y sistematizar procesos.
IZQDEMOCRATICA,"@fabriciogavidia Yo no me resigno a ver nuestro Ecuador conducido por políticos mediocres y corruptos, y lo defiendo con pasión para evitar que sea secuestrado otra vez por el populismo.  Únete a nuestra causa, nuestra Patria se lo merece.  Somos Gente Nueva, #atrévete"
IZQDEMOCRATICA,"@fabriciogavidia Es difícil, sí. Pero fíjate lo quites ha pasado en 2 meses. En un escenario con el 50% de indecisos, nada está dicho, y la campaña recién empieza.   Te invito a conocer mis propuestas aquí: https://t.co/AUUkhYRxN0 https://t.co/4k0gBZZmH3"
IZQDEMOCRATICA,"@PatricioGananM Estimado Patricio, esa ineficiencia la vamos a superar: 1) con tecnología , y 2) despolitizando BANECUADOR.  Los Ecuatorianos buenos, sanos y trabajadores somos la mayoría !!! Somos gente nueva, atrévete .  Tenemos las condiciones para convertirnos en exportadores de arroz."
IZQDEMOCRATICA,@fabriciogavidia Un Ecuatoriano que ama su país al igual que tú que lo demuestras siguiendo los eventos políticos.  Decidí dar un pasodifícil pero necesario a la política porque Ecuador merece los esfuerzos para recuperarlo de los políticos corruptos y mediocres y defenderlo del populismo.
IZQDEMOCRATICA,"@dariovielo Que mi campaña es digital. Ni mi equipo de campaña ni yo repartimos nada, menos caramelos."
IZQDEMOCRATICA,"@elbuenlawyer @EspinosaPaul @DayanaLeonF @marloncadenaec @FLACSOec No. Tú comparas ""disfrazarse de pavo"" cuando evidentemente yo no dije eso.  No tergiverses 🤨"
IZQDEMOCRATICA,"@elbuenlawyer @DayanaLeonF @marloncadenaec @EspinosaPaul @FLACSOec Es que la tradición no esa disfrazarse de pavo, es comerlo. Acá la tradición sí es vestirse de viuda 🙄"
IZQDEMOCRATICA,Mañana por @ecuavisa   #XavierHervasPresidente🇪🇨 #Atrévete #SomosGenteNueva https://t.co/XaPM3e0iTx
IZQDEMOCRATICA,"@elbuenlawyer @DayanaLeonF @marloncadenaec @EspinosaPaul @FLACSOec No se trata de ""rescatar"". Ese término está mal usado. Tú crees que un presidente de EE. UU. saldría comiendo pavo el día de acción de gracias?,  o crees que solo haría un video ""recordando "" a sus compatriotas que existe esa tradición? No somos antropólogos, somos ciudadanos 😉"
IZQDEMOCRATICA,@carlosbravoma Igualmente. Feliz año!
IZQDEMOCRATICA,Más hechos concretos @TeresaArboleda 👇😉 https://t.co/cRRAq7nCVM
IZQDEMOCRATICA,"@mickyortuno @carlosbravoma Mientras lo hago, te invito a ti @mickyortuno a leer li plan de gobierno en https://t.co/AUUkhYRxN0,  y también a revisar tradiciones.  ¿Sabías que el disfraz de fin de año tiene Declaratoria de Patrimonio Inmaterial del Ecuador? Esa importante honrar tradiciones e identidad."
IZQDEMOCRATICA,"@carlosbravoma Nunca será payasada honrar una traición tan ecuatoriana como la de viudas y el testamento de fin de año.   Te invito a revisar mis propuestas en la web, te aseguro que cambiarás de opinión.    https://t.co/AUUkhYRxN0 https://t.co/YbjBJzMHlW"
IZQDEMOCRATICA,Esto.  👇😉  #TikTok https://t.co/37HYGhon1P
IZQDEMOCRATICA,"🙋🏻‍♂️ Estimada @TeresaArboleda , te dejo un breve testimonio como contexto de lo que preguntas. Hechos concretos.  👇😉 https://t.co/aNOEQRbCVP https://t.co/gnRENVL04H"
IZQDEMOCRATICA,@DayanaLeonF @elbuenlawyer @FLACSOec Excelente recomendación!. Muchas gracias @DayanaLeonF . Feliz 2021!!
IZQDEMOCRATICA,@dgrijalva23 @Ramos7Emi @SCF_Ec Es mañana 👇  https://t.co/ioB6jbGAzw
IZQDEMOCRATICA,@elbuenlawyer @DayanaLeonF Sabías que el disfraz en fin de año tiene Declaratoria de Patrimonio Inmaterial? 🤔
IZQDEMOCRATICA,"@elbuenlawyer @DayanaLeonF Por qué indigno? Un presidente debe conocer, honrar, trabajar y preservar las tradiciones de su pueblo. Eso es lo que nos hace únicos y diferentes. Se llama C U L T U R A. Saludos."
IZQDEMOCRATICA,"@elbuenlawyer @DayanaLeonF Nunca será ridículo honrar una traición tan ecuatoriana como la de viudas y el testamento de fin de año.   Te invito a revisar mis propuestas en la web, te aseguro que cambiarás de opinión.   👉https://t.co/AUUkhYRxN0 https://t.co/FvESHj79dl"
IZQDEMOCRATICA,@chinovengo @vanegarciaglps @LaPolita_ec @SevillaRoque https://t.co/Iu1VzvGRqA
IZQDEMOCRATICA,@Mario14851599 @mattabad 🙄
IZQDEMOCRATICA,"@marceviz Gracias por revisar nuestras propuestas.  Te invito a imaginar conmigo un ECUADOR unido. Los políticos corruptos nos han dividido demasiado, es hora de unirnos por el mismo desafío de trabajo, oportunidades y valores.  Nuestro amado Ecuador merece que nos esforcemos."
IZQDEMOCRATICA,@vanegarciaglps @LaPolita_ec 2) apoyar la propuesta de @SevillaRoque de una reserva marítima desde Galápagos a Isla de Cocos (Costa rica)   3) leyes para  Galápagos que estén de acuerdo a la realidad sin afectación al sector turístico
IZQDEMOCRATICA,"@vanegarciaglps @LaPolita_ec En primer lugar, nuestras propuestas las pensamos en función del bienestar de la sociedad, no en coyuntura electoral.   1) Ampliar de 40 a las 80 millas la zona protegida.  HILO 🧵 1/"
IZQDEMOCRATICA,@ColourSentiment @msjijon Anotado. Excelente aporte. 👍  Te invito a conocer todas nuestras propuestas en la web.  👉https://t.co/AUUkhYRxN0
IZQDEMOCRATICA,@daritodorito_ @TrMathew1 Por? Estás con tus papeles en regla?
IZQDEMOCRATICA,@alexdeca @GodInEcuador Ecuatorianos queremos trabajar y no regalos del Estado.  Sí el refinanciar para que se pongan al día y sacarlos de la central de riesgos.  Que el interés que cobre toda banca pública e instancia del Estado esté en 6%.  Los nuevos créditos al 6% - 15 años plazo y 6 meses de gracia
IZQDEMOCRATICA,Algo de lo que fue mi intervención en @radioi99 transmitida esta mañana. https://t.co/gWfAbiMuOf
IZQDEMOCRATICA,"@Paco_SevillaC @LaPolita_ec Siempre lo hacemos. Está en #tiktok y también en la web. Te dejo una muestra, y un link para que lo puedas conocer.   👉https://t.co/AUUkhYRxN0 https://t.co/2EwPDJI6Zi"
IZQDEMOCRATICA,@idkcallate @tctelevision No es rompiendo el diálogo como se superarán esos problemas que señalas. Justamente hay que dialogar con quienes están en el error para mostrarles por qué están equivocados. De eso ser trata la democracia.
IZQDEMOCRATICA,"@vanegarciaglps @napobtz @LassoGuillermo Precisamente porque le apunto a la capacidad de los mejores y no a los pactos, no he dado nombres aún. No voy a hipotecar el futuro del Ecuador repartiendo cargos antes de hora."
IZQDEMOCRATICA,@domeome @Caro_Urq Gracias por la confianza. No te defraudaré . 💪
IZQDEMOCRATICA,@napobtz @msjijon Muchas gracias por todos tus aportes en este tema. Los anotamos y sin duda serán considerados!
IZQDEMOCRATICA,@napobtz https://t.co/rHQlakZP5Y
IZQDEMOCRATICA,"@mantiljo No. El dinero captado pasa a inyectar liquidez directamente al sector productivo, y es éste quien paga el crédito."
IZQDEMOCRATICA,@LaPolita_ec @msjijon De acuerdo. A eso apuntamos.
IZQDEMOCRATICA,"@helioscedeno @cnegobec @CancilleriaEc Esas son las cosas que hay que cambiar en el sector público. Esa urgente sistematizar procesos, para poder hacerlos más ágiles y transparentes."
IZQDEMOCRATICA,@Eclecticadice @maximo_abendano Muchas gracias!
IZQDEMOCRATICA,"Gracias Matías por la mención. Hoy más que nunca hace falta huir de los extremos que han fracasado y que tanto nos han dividido. No coincido en que se perdió la oportunidad. Vamos a construir un gran acuerdo con todos los ecuatorianos buenos, sanos y trabajadores. 💪 https://t.co/PkTGzaEGFP"
IZQDEMOCRATICA,@irresponsableEC @msjijon Anotado. Excelente aporte! 👍
IZQDEMOCRATICA,"@fxmarcosy Sí, nuestro Fondo Para el Arranque Productivo tiene este componente que mencionas. Mil gracias por tu aporte!"
IZQDEMOCRATICA,"Debemos mejorar el sistema educativo, a través de mecanismos de retroalimentación, y sobretodo mejorando la conectividad en todos los rincones del país.   #XavierHervasPresidente🇪🇨 #MariaSaraVicepresidenta #Atrévete #SomosGenteNueva  @msjijon https://t.co/NwRBU70Mye"
IZQDEMOCRATICA,@100prejusta Anotado. Gracias por tu aporte! 👍
IZQDEMOCRATICA,"@saomargarciavi @elpandaLider Nunca será payasada honrar las tradiciones del pueblo ecuatoriano, tales como las viudas y los testamentos de fin de año.   Ahora que tengo tu atención, te invito a revisar mi plan de gobierno en el siguiente link. Dejo en adelanto un video. 😉  👉https://t.co/AUUkhYRxN0 https://t.co/OdmpbLhf5v"
IZQDEMOCRATICA,"@Eclecticadice @maximo_abendano Aquí un argumento, y el link a la web donde podrás encontrar nuestro plan de gobierno. Te invito a revisarlo. Feliz año!  👉https://t.co/AUUkhYRxN0 https://t.co/OsNiTloNie"
IZQDEMOCRATICA,@maximo_abendano @Eclecticadice Nop. Te comparto el primer eje de nuestro plan y te invito a revisar mi web donde lo encontrarás completo. 😉  👉https://t.co/AUUkhYRxN0 https://t.co/IxZsOkQJTh
IZQDEMOCRATICA,Esto es algo que debería ser resuelto con celeridad por @cnegobec y @CancilleriaEc  ☝️🤨 https://t.co/xpjcCjqXVu
IZQDEMOCRATICA,"@MarlonPlaza Nosotros podemos brindar apoyo en el tema del tránsito, hasta donde dan nuestras competencias. Recuerda que eso está en los GADs."
IZQDEMOCRATICA,@Alejita92Navas @3sbien @LassoGuillermo https://t.co/vGKArIlVja
IZQDEMOCRATICA,@XavierMerinoD @3sbien @LassoGuillermo 😔
IZQDEMOCRATICA,@XavierMerinoD @3sbien @LassoGuillermo Por qué no puedes?
IZQDEMOCRATICA,"@napobtz @LassoGuillermo Como quieran. Ya lo dije, estoy abierto al debate"
IZQDEMOCRATICA,@idkcallate No estoy promocionando ningún show. A mi me invitaron a ser entrevistado en un programa de @tctelevision llamado #FaikNuis que conducen ellos. 🤷🏻‍♂️
IZQDEMOCRATICA,Éstas son las cosas que duelen. Por eso es necesario que Gente Nueva tome las riendas de nuestro Ecuador. Es UR GEN TE. 🇪🇨 https://t.co/jV8IvEyk0I
IZQDEMOCRATICA,"@mantiljo Captando crédito internacional a través de multilaterales. Con la CAF por ejemplo el interés de captación es de 1,8%. Con banca pública es factible ubicar el crédito al 6%."
IZQDEMOCRATICA,"@JUANGAB38171804 Gracias, lo tomaremos en cuenta."
IZQDEMOCRATICA,@gato23c @QuejasCuenca Las propuestas. Gran diferencia.  👇😎  https://t.co/7rCCk1JkF5
IZQDEMOCRATICA,"PROPUESTA | Emprendimiento con crédito accesible.   Esta es la 1ra de nuestras #12Causas para transformar el país.   (Querido #Twitter, haz que los videos serios sean tan virales como el Testamento 2020 del Tik Tok 🤫)  #XavierHervasPresidente🇪🇨 #Atrévete #SomosGenteNueva  #Dia1 https://t.co/2orwJJsoHi"
IZQDEMOCRATICA,@JoseEspinozaR Gracias por el comentario. Abrazo y Feliz año!
IZQDEMOCRATICA,"@AnaPaulaEstrel3 @ecuarauz @LassoGuillermo Nosotros estamos a favor de la vida de las mujeres.  No se puede obligar a una mujer a ser madre cuando su embarazo es producto de una violación, ni tampoco cuando su vida esté en riesgo por causa de ese embarazo. https://t.co/lh7Suh12Vs"
IZQDEMOCRATICA,"De mi parte siempre abierto y listo para cualquier debate.  Valoro que @LassoGuillermo haya dedicado 11 años de su vida a luchar contra el populismo, pero ya es hora de dar oportunidad a que otros lo logremos.  🇪🇨 https://t.co/ree1lNGXZS"
IZQDEMOCRATICA,"@palacioslarrea No le quita seriedad. Las propuestas están. Se trata de honrar una de las tradiciones más arraigadas de los ecuatorianos. Un presidente debe estar conectado con la tradición de su pueblo. El Ecuador es un todo, no podemos cerrar los ojos a esa parte tan importante para la mayoría"
IZQDEMOCRATICA,@palacioslarrea Pero en #tiktok sí salen nuestras propuestas. Nosotros hacemos nuestra parte. Quienes se fijan en lo que puede generar escándalo son ustedes. Quizás tu apoyo difundiendo eso nos ayudaría a cambiar esa situación. 😉
IZQDEMOCRATICA,"@palacioslarrea Todos los días promovemos las propuestas.   Es más, te dejo el link y tres invito a revisarlas. Este canal esa para conversar. Revísalas y hablamos. Feliz año.   👉https://t.co/AUUkhYRxN0"
IZQDEMOCRATICA,"Este domingo estaremos junto a @DavidReinoso, @AlexGabriel_V  y @vkarauz en #FakeNius.  No se lo pierdan, 03 de enero 20h00 por @tctelevision  😎  #XavierHervasPresidente🇪🇨 #Atrévete #SomosGenteNueva https://t.co/QYkuLU5nQi"
IZQDEMOCRATICA,"Somos tendencia porque somos Gente Nueva, que nos diferenciamos de los políticos de siempre hasta en la forma de hacer campaña. https://t.co/GXlqBnUjbc"
IZQDEMOCRATICA,@ChinchinaBet Saludos a tu mamá 👋 y un feliz año para toda tu familia
IZQDEMOCRATICA,Los espero 📺 🇪🇨 https://t.co/tOvoh12o9Q
IZQDEMOCRATICA,@ismaelquintanag @chacon_anabelle
IZQDEMOCRATICA,@chacon_anabelle Nunca es ridículo honrar una tradición ecuatoriana como la del testamento de fin de año.  Saludos y feliz año nuevo 😉
IZQDEMOCRATICA,"@ismaelquintanag Estimado @ismaelquintanag , no es ridículo honrar una tradición ecuatoriana de vieja data como la de viudas y testamento de fin de año.    Mis propuestas están a la mano de todos. Te invito a revisarlas en mi web. Adjunto link. Feliz año!  👉https://t.co/AUUkhYRxN0"
IZQDEMOCRATICA,"@RafaelDeEcuador Estás mal informado. Mi campaña es digital. Ni mi equipo de campaña ni yo entregamos nada, menos caramelos. 😉"
IZQDEMOCRATICA,Bienvenido a #tiktok 😉 https://t.co/9YnzAYJHd8
IZQDEMOCRATICA,@Jamayzu @Amparo_Medina @JulietaSagnay @ElianaCabrera9 https://t.co/j5j6AlKF5L
IZQDEMOCRATICA,"@josrobertosalas @arturobarriga Estimado, con transparencia, no apunto a la alcaldía. Ecuador no aguanta más errores ni dilatorias a los problemas represados.  Me mueve ver mejor a nuestra Patria, no un cargo público.  Entendí que no debo seguir quejándome y decidí involucrarme.  #SomosGenteNueva"
IZQDEMOCRATICA,"@adrirpstw @luisevivanco De acuerdo. Vamos a impulsar la investigación, por supuesto."
IZQDEMOCRATICA,"@VictorCREO Te dejo aquí la respuesta, en palabras de mi binomio @msjijon 👇 https://t.co/4zzol17yDQ"
IZQDEMOCRATICA,"@VitMars @kdias08 @luisevivanco Lo hago. Y subimos videos con las propuestas, y todos los martes hacemos lives en todas las redes para contestar preguntas de la gente.  No mando a la web, invito a las personas a conocer el plan, así como te invito a ti a seguirnos en nuestras redes y conocer nuestra propuesta"
IZQDEMOCRATICA,@adrirpstw @luisevivanco Hola. El sector de la educación superior ha sido muy desatendido por el actual gobierno. Te dejo aquí algunos de nuestros planteamientos 👇 https://t.co/XLaYHDVcaD
IZQDEMOCRATICA,"@valdez_rodolfo Exactamente, hay que romper la brecha digital. Ese es uno de los pilares de mi propuesta 😉"
IZQDEMOCRATICA,"@valdez_rodolfo Como sabes además de la presidencial hay varias campañas a nivel nacional por la Asamblea. Las disculpas a la ciudadanía en el supuesto NO consentido de que el caso se haya dado en alguna de ellas, del partido que me auspicia. Pudo haber sido un montaje. Hay que investigar."
IZQDEMOCRATICA,"@valdez_rodolfo Ni mi equipo de campaña ni yo entregamos nada, ni siquiera caramelos, porque nuestra campaña es digital."
IZQDEMOCRATICA,@kdias08 @luisevivanco Aquí las puedes revisar  👉https://t.co/AUUkhYRxN0
IZQDEMOCRATICA,"@pamozaec Las dos.  Para la primera está este video. Para la segunda mi plan de gobierno. Te invito a revisarlo, te dejo el link.  👉https://t.co/AUUkhYRxN0"
IZQDEMOCRATICA,@carloszurita76 @luisevivanco @LaPosta_Ecu Mejor te lo digo yo: no es correcto. Tienes una información equivocada. 😉
IZQDEMOCRATICA,@FuenteOvejunaEc @luisevivanco Mucho gusto. Te invito a conocerme a mí a y mi propuesta. Te dejo el link de la web donde encontrarás todo.  Feliz año.   👉https://t.co/AUUkhYRxN0
IZQDEMOCRATICA,"@luisevivanco De acuerdo. No las reemplazan. Primero construimos las propuestas, las difundimos, nos alimentamos de la retroalimentación de la gente, y después, en fechas como la de ayer/ hoy, nos tomamos un respiro para el humor. Créeme, tengo claras las prioridades. 😉"
IZQDEMOCRATICA,@jonathanbravot @luisevivanco Sí
IZQDEMOCRATICA,"@andres_pachano @luisevivanco Mi plan de gobierno contempla ampliamente los derechos de los animales. El pueblo ya se pronunció respecto de los toros, y la decisión del pueblo debe respetarse."
IZQDEMOCRATICA,"Estimado @luisevivanco . No es una pena honrar tradiciones tan ecuatorianas en fin de año. En momentos tan difíciles, merecemos una sonrisa sana.   Todos los días comparto mi plan de gobierno, y a ti también te invito a revisarlo en mi web. 😉  👉https://t.co/AUUkhYRxN0 https://t.co/TqeKfCLNYo"
IZQDEMOCRATICA,"@kevinhurlt Respeto tu criterio, pero no lo comparto"
IZQDEMOCRATICA,@felipeleon88 Por favor permite que te pueda enviar mensaje interno para dejarte el dato y poder coordinar la entrevista.
IZQDEMOCRATICA,@JorgeBrion Nunca será ridículo honrar una tradición ecuatoriana como la de las viudas y el testamento de fin de año.
IZQDEMOCRATICA,"@FJ_GC Mijín, primero lee mi plan de gobierno. 12 veces mejor que el de quienes acabas de nombrar. Te dejo el link.😉  👉https://t.co/AUUkhYRxN0"
IZQDEMOCRATICA,@felipeleon88 Por favor permite que te pueda enviar mensaje interno para dejarte el dato y poder coordinar la entrevista
IZQDEMOCRATICA,@felipeleon88 Con muchísimo gusto. Estaré encantado. Te voy a pasar el dato por interno.
IZQDEMOCRATICA,@CMirena @Cinthia_Cortez En mi web. 👉https://t.co/AUUkhYRxN0
